,geography,stratum,date,resistance_pct,organism,series_id,model_region,prescribing_rate,month,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12
2990,London,Ciprofloxacin,2023-12-01,25.74,k_pneumoniae,k_pneumoniae__Ciprofloxacin__London,London,1.29,12,26.29,25.78,26.3,26.42,28.78,28.57,26.35,24.0,24.67,24.12,27.3,25.3
2991,London,Ciprofloxacin,2024-01-01,23.23,k_pneumoniae,k_pneumoniae__Ciprofloxacin__London,London,1.29,1,25.74,26.29,25.78,26.3,26.42,28.78,28.57,26.35,24.0,24.67,24.12,27.3
2992,London,Ciprofloxacin,2024-02-01,22.73,k_pneumoniae,k_pneumoniae__Ciprofloxacin__London,London,1.29,2,23.23,25.74,26.29,25.78,26.3,26.42,28.78,28.57,26.35,24.0,24.67,24.12
2993,London,Ciprofloxacin,2024-03-01,20.92,k_pneumoniae,k_pneumoniae__Ciprofloxacin__London,London,1.28,3,22.73,23.23,25.74,26.29,25.78,26.3,26.42,28.78,28.57,26.35,24.0,24.67
2994,London,Ciprofloxacin,2024-04-01,22.22,k_pneumoniae,k_pneumoniae__Ciprofloxacin__London,London,1.29,4,20.92,22.73,23.23,25.74,26.29,25.78,26.3,26.42,28.78,28.57,26.35,24.0
2995,London,Ciprofloxacin,2024-05-01,21.45,k_pneumoniae,k_pneumoniae__Ciprofloxacin__London,London,1.3,5,22.22,20.92,22.73,23.23,25.74,26.29,25.78,26.3,26.42,28.78,28.57,26.35
2996,London,Ciprofloxacin,2024-06-01,23.36,k_pneumoniae,k_pneumoniae__Ciprofloxacin__London,London,1.3,6,21.45,22.22,20.92,22.73,23.23,25.74,26.29,25.78,26.3,26.42,28.78,28.57
2997,London,Ciprofloxacin,2024-07-01,23.31,k_pneumoniae,k_pneumoniae__Ciprofloxacin__London,London,1.3,7,23.36,21.45,22.22,20.92,22.73,23.23,25.74,26.29,25.78,26.3,26.42,28.78
2998,London,Ciprofloxacin,2024-08-01,26.18,k_pneumoniae,k_pneumoniae__Ciprofloxacin__London,London,1.29,8,23.31,23.36,21.45,22.22,20.92,22.73,23.23,25.74,26.29,25.78,26.3,26.42
2999,London,Ciprofloxacin,2024-09-01,24.48,k_pneumoniae,k_pneumoniae__Ciprofloxacin__London,London,1.29,9,26.18,23.31,23.36,21.45,22.22,20.92,22.73,23.23,25.74,26.29,25.78,26.3
3000,London,Ciprofloxacin,2024-10-01,26.56,k_pneumoniae,k_pneumoniae__Ciprofloxacin__London,London,1.29,10,24.48,26.18,23.31,23.36,21.45,22.22,20.92,22.73,23.23,25.74,26.29,25.78
3001,London,Ciprofloxacin,2024-11-01,25.83,k_pneumoniae,k_pneumoniae__Ciprofloxacin__London,London,1.28,11,26.56,24.48,26.18,23.31,23.36,21.45,22.22,20.92,22.73,23.23,25.74,26.29
3002,London,Ciprofloxacin,2024-12-01,26.69,k_pneumoniae,k_pneumoniae__Ciprofloxacin__London,London,1.28,12,25.83,26.56,24.48,26.18,23.31,23.36,21.45,22.22,20.92,22.73,23.23,25.74
3003,London,Ciprofloxacin,2025-01-01,26.3,k_pneumoniae,k_pneumoniae__Ciprofloxacin__London,London,1.27,1,26.69,25.83,26.56,24.48,26.18,23.31,23.36,21.45,22.22,20.92,22.73,23.23
3004,London,Ciprofloxacin,2025-02-01,26.5,k_pneumoniae,k_pneumoniae__Ciprofloxacin__London,London,1.26,2,26.3,26.69,25.83,26.56,24.48,26.18,23.31,23.36,21.45,22.22,20.92,22.73
3005,London,Ciprofloxacin,2025-03-01,25.51,k_pneumoniae,k_pneumoniae__Ciprofloxacin__London,London,1.25,3,26.5,26.3,26.69,25.83,26.56,24.48,26.18,23.31,23.36,21.45,22.22,20.92
3006,London,Ciprofloxacin,2025-04-01,22.94,k_pneumoniae,k_pneumoniae__Ciprofloxacin__London,London,1.23,4,25.51,26.5,26.3,26.69,25.83,26.56,24.48,26.18,23.31,23.36,21.45,22.22
3007,London,Ciprofloxacin,2025-05-01,20.93,k_pneumoniae,k_pneumoniae__Ciprofloxacin__London,London,1.21,5,22.94,25.51,26.5,26.3,26.69,25.83,26.56,24.48,26.18,23.31,23.36,21.45
3008,London,Ciprofloxacin,2025-06-01,22.38,k_pneumoniae,k_pneumoniae__Ciprofloxacin__London,London,1.2,6,20.93,22.94,25.51,26.5,26.3,26.69,25.83,26.56,24.48,26.18,23.31,23.36
3021,North East,Ciprofloxacin,2021-08-01,15.44,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North East,North East and Yorkshire,1.39,8,15.65,12.87,13.83,13.83,21.78,18.87,21.74,16.47,18.82,17.76,16.98,16.84
3022,North East,Ciprofloxacin,2021-09-01,15.91,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North East,North East and Yorkshire,1.41,9,15.44,15.65,12.87,13.83,13.83,21.78,18.87,21.74,16.47,18.82,17.76,16.98
3023,North East,Ciprofloxacin,2021-10-01,18.44,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North East,North East and Yorkshire,1.44,10,15.91,15.44,15.65,12.87,13.83,13.83,21.78,18.87,21.74,16.47,18.82,17.76
3024,North East,Ciprofloxacin,2021-11-01,22.31,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North East,North East and Yorkshire,1.47,11,18.44,15.91,15.44,15.65,12.87,13.83,13.83,21.78,18.87,21.74,16.47,18.82
3025,North East,Ciprofloxacin,2021-12-01,21.97,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North East,North East and Yorkshire,1.51,12,22.31,18.44,15.91,15.44,15.65,12.87,13.83,13.83,21.78,18.87,21.74,16.47
3026,North East,Ciprofloxacin,2022-01-01,22.69,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North East,North East and Yorkshire,1.52,1,21.97,22.31,18.44,15.91,15.44,15.65,12.87,13.83,13.83,21.78,18.87,21.74
3027,North East,Ciprofloxacin,2022-02-01,21.78,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North East,North East and Yorkshire,1.53,2,22.69,21.97,22.31,18.44,15.91,15.44,15.65,12.87,13.83,13.83,21.78,18.87
3028,North East,Ciprofloxacin,2022-03-01,20.41,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North East,North East and Yorkshire,1.56,3,21.78,22.69,21.97,22.31,18.44,15.91,15.44,15.65,12.87,13.83,13.83,21.78
3029,North East,Ciprofloxacin,2022-04-01,21.43,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North East,North East and Yorkshire,1.58,4,20.41,21.78,22.69,21.97,22.31,18.44,15.91,15.44,15.65,12.87,13.83,13.83
3030,North East,Ciprofloxacin,2022-05-01,25.96,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North East,North East and Yorkshire,1.61,5,21.43,20.41,21.78,22.69,21.97,22.31,18.44,15.91,15.44,15.65,12.87,13.83
3031,North East,Ciprofloxacin,2022-06-01,25.0,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North East,North East and Yorkshire,1.62,6,25.96,21.43,20.41,21.78,22.69,21.97,22.31,18.44,15.91,15.44,15.65,12.87
3032,North East,Ciprofloxacin,2022-07-01,19.27,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North East,North East and Yorkshire,1.62,7,25.0,25.96,21.43,20.41,21.78,22.69,21.97,22.31,18.44,15.91,15.44,15.65
3033,North East,Ciprofloxacin,2022-08-01,11.67,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North East,North East and Yorkshire,1.63,8,19.27,25.0,25.96,21.43,20.41,21.78,22.69,21.97,22.31,18.44,15.91,15.44
3034,North East,Ciprofloxacin,2022-09-01,12.77,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North East,North East and Yorkshire,1.62,9,11.67,19.27,25.0,25.96,21.43,20.41,21.78,22.69,21.97,22.31,18.44,15.91
3035,North East,Ciprofloxacin,2022-10-01,16.79,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North East,North East and Yorkshire,1.63,10,12.77,11.67,19.27,25.0,25.96,21.43,20.41,21.78,22.69,21.97,22.31,18.44
3036,North East,Ciprofloxacin,2022-11-01,20.61,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North East,North East and Yorkshire,1.63,11,16.79,12.77,11.67,19.27,25.0,25.96,21.43,20.41,21.78,22.69,21.97,22.31
3037,North East,Ciprofloxacin,2022-12-01,23.85,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North East,North East and Yorkshire,1.69,12,20.61,16.79,12.77,11.67,19.27,25.0,25.96,21.43,20.41,21.78,22.69,21.97
3038,North East,Ciprofloxacin,2023-01-01,19.0,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North East,North East and Yorkshire,1.74,1,23.85,20.61,16.79,12.77,11.67,19.27,25.0,25.96,21.43,20.41,21.78,22.69
3039,North East,Ciprofloxacin,2023-02-01,16.67,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North East,North East and Yorkshire,1.76,2,19.0,23.85,20.61,16.79,12.77,11.67,19.27,25.0,25.96,21.43,20.41,21.78
3040,North East,Ciprofloxacin,2023-03-01,17.2,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North East,North East and Yorkshire,1.78,3,16.67,19.0,23.85,20.61,16.79,12.77,11.67,19.27,25.0,25.96,21.43,20.41
3041,North East,Ciprofloxacin,2023-04-01,20.0,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North East,North East and Yorkshire,1.78,4,17.2,16.67,19.0,23.85,20.61,16.79,12.77,11.67,19.27,25.0,25.96,21.43
3042,North East,Ciprofloxacin,2023-05-01,21.88,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North East,North East and Yorkshire,1.79,5,20.0,17.2,16.67,19.0,23.85,20.61,16.79,12.77,11.67,19.27,25.0,25.96
3043,North East,Ciprofloxacin,2023-06-01,20.0,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North East,North East and Yorkshire,1.79,6,21.88,20.0,17.2,16.67,19.0,23.85,20.61,16.79,12.77,11.67,19.27,25.0
3044,North East,Ciprofloxacin,2023-07-01,19.47,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North East,North East and Yorkshire,1.79,7,20.0,21.88,20.0,17.2,16.67,19.0,23.85,20.61,16.79,12.77,11.67,19.27
3045,North East,Ciprofloxacin,2023-08-01,14.52,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North East,North East and Yorkshire,1.79,8,19.47,20.0,21.88,20.0,17.2,16.67,19.0,23.85,20.61,16.79,12.77,11.67
3046,North East,Ciprofloxacin,2023-09-01,19.49,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North East,North East and Yorkshire,1.79,9,14.52,19.47,20.0,21.88,20.0,17.2,16.67,19.0,23.85,20.61,16.79,12.77
3047,North East,Ciprofloxacin,2023-10-01,20.31,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North East,North East and Yorkshire,1.8,10,19.49,14.52,19.47,20.0,21.88,20.0,17.2,16.67,19.0,23.85,20.61,16.79
3048,North East,Ciprofloxacin,2023-11-01,23.28,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North East,North East and Yorkshire,1.79,11,20.31,19.49,14.52,19.47,20.0,21.88,20.0,17.2,16.67,19.0,23.85,20.61
3049,North East,Ciprofloxacin,2023-12-01,20.54,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North East,North East and Yorkshire,1.74,12,23.28,20.31,19.49,14.52,19.47,20.0,21.88,20.0,17.2,16.67,19.0,23.85
3050,North East,Ciprofloxacin,2024-01-01,16.0,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North East,North East and Yorkshire,1.74,1,20.54,23.28,20.31,19.49,14.52,19.47,20.0,21.88,20.0,17.2,16.67,19.0
3051,North East,Ciprofloxacin,2024-02-01,18.92,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North East,North East and Yorkshire,1.74,2,16.0,20.54,23.28,20.31,19.49,14.52,19.47,20.0,21.88,20.0,17.2,16.67
3052,North East,Ciprofloxacin,2024-03-01,15.13,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North East,North East and Yorkshire,1.73,3,18.92,16.0,20.54,23.28,20.31,19.49,14.52,19.47,20.0,21.88,20.0,17.2
3053,North East,Ciprofloxacin,2024-04-01,20.54,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North East,North East and Yorkshire,1.75,4,15.13,18.92,16.0,20.54,23.28,20.31,19.49,14.52,19.47,20.0,21.88,20.0
3054,North East,Ciprofloxacin,2024-05-01,22.94,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North East,North East and Yorkshire,1.75,5,20.54,15.13,18.92,16.0,20.54,23.28,20.31,19.49,14.52,19.47,20.0,21.88
3055,North East,Ciprofloxacin,2024-06-01,22.22,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North East,North East and Yorkshire,1.74,6,22.94,20.54,15.13,18.92,16.0,20.54,23.28,20.31,19.49,14.52,19.47,20.0
3056,North East,Ciprofloxacin,2024-07-01,17.05,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North East,North East and Yorkshire,1.75,7,22.22,22.94,20.54,15.13,18.92,16.0,20.54,23.28,20.31,19.49,14.52,19.47
3057,North East,Ciprofloxacin,2024-08-01,16.15,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North East,North East and Yorkshire,1.73,8,17.05,22.22,22.94,20.54,15.13,18.92,16.0,20.54,23.28,20.31,19.49,14.52
3058,North East,Ciprofloxacin,2024-09-01,21.58,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North East,North East and Yorkshire,1.73,9,16.15,17.05,22.22,22.94,20.54,15.13,18.92,16.0,20.54,23.28,20.31,19.49
3059,North East,Ciprofloxacin,2024-10-01,25.0,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North East,North East and Yorkshire,1.72,10,21.58,16.15,17.05,22.22,22.94,20.54,15.13,18.92,16.0,20.54,23.28,20.31
3060,North East,Ciprofloxacin,2024-11-01,22.6,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North East,North East and Yorkshire,1.71,11,25.0,21.58,16.15,17.05,22.22,22.94,20.54,15.13,18.92,16.0,20.54,23.28
3061,North East,Ciprofloxacin,2024-12-01,19.29,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North East,North East and Yorkshire,1.7,12,22.6,25.0,21.58,16.15,17.05,22.22,22.94,20.54,15.13,18.92,16.0,20.54
3062,North East,Ciprofloxacin,2025-01-01,17.14,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North East,North East and Yorkshire,1.68,1,19.29,22.6,25.0,21.58,16.15,17.05,22.22,22.94,20.54,15.13,18.92,16.0
3063,North East,Ciprofloxacin,2025-02-01,15.6,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North East,North East and Yorkshire,1.66,2,17.14,19.29,22.6,25.0,21.58,16.15,17.05,22.22,22.94,20.54,15.13,18.92
3064,North East,Ciprofloxacin,2025-03-01,19.23,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North East,North East and Yorkshire,1.64,3,15.6,17.14,19.29,22.6,25.0,21.58,16.15,17.05,22.22,22.94,20.54,15.13
3065,North East,Ciprofloxacin,2025-04-01,21.01,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North East,North East and Yorkshire,1.62,4,19.23,15.6,17.14,19.29,22.6,25.0,21.58,16.15,17.05,22.22,22.94,20.54
3066,North East,Ciprofloxacin,2025-05-01,22.4,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North East,North East and Yorkshire,1.6,5,21.01,19.23,15.6,17.14,19.29,22.6,25.0,21.58,16.15,17.05,22.22,22.94
3067,North East,Ciprofloxacin,2025-06-01,20.97,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North East,North East and Yorkshire,1.59,6,22.4,21.01,19.23,15.6,17.14,19.29,22.6,25.0,21.58,16.15,17.05,22.22
3080,North West,Ciprofloxacin,2021-08-01,16.59,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North West,North West,1.4,8,13.53,13.36,16.28,17.49,13.76,11.65,12.14,18.18,18.4,18.43,16.59,17.19
3081,North West,Ciprofloxacin,2021-09-01,18.78,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North West,North West,1.42,9,16.59,13.53,13.36,16.28,17.49,13.76,11.65,12.14,18.18,18.4,18.43,16.59
3082,North West,Ciprofloxacin,2021-10-01,18.55,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North West,North West,1.45,10,18.78,16.59,13.53,13.36,16.28,17.49,13.76,11.65,12.14,18.18,18.4,18.43
3083,North West,Ciprofloxacin,2021-11-01,16.87,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North West,North West,1.49,11,18.55,18.78,16.59,13.53,13.36,16.28,17.49,13.76,11.65,12.14,18.18,18.4
3084,North West,Ciprofloxacin,2021-12-01,17.21,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North West,North West,1.53,12,16.87,18.55,18.78,16.59,13.53,13.36,16.28,17.49,13.76,11.65,12.14,18.18
3085,North West,Ciprofloxacin,2022-01-01,15.97,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North West,North West,1.53,1,17.21,16.87,18.55,18.78,16.59,13.53,13.36,16.28,17.49,13.76,11.65,12.14
3086,North West,Ciprofloxacin,2022-02-01,17.06,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North West,North West,1.55,2,15.97,17.21,16.87,18.55,18.78,16.59,13.53,13.36,16.28,17.49,13.76,11.65
3087,North West,Ciprofloxacin,2022-03-01,16.82,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North West,North West,1.58,3,17.06,15.97,17.21,16.87,18.55,18.78,16.59,13.53,13.36,16.28,17.49,13.76
3088,North West,Ciprofloxacin,2022-04-01,18.75,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North West,North West,1.61,4,16.82,17.06,15.97,17.21,16.87,18.55,18.78,16.59,13.53,13.36,16.28,17.49
3089,North West,Ciprofloxacin,2022-05-01,17.07,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North West,North West,1.63,5,18.75,16.82,17.06,15.97,17.21,16.87,18.55,18.78,16.59,13.53,13.36,16.28
3090,North West,Ciprofloxacin,2022-06-01,16.67,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North West,North West,1.64,6,17.07,18.75,16.82,17.06,15.97,17.21,16.87,18.55,18.78,16.59,13.53,13.36
3091,North West,Ciprofloxacin,2022-07-01,17.16,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North West,North West,1.65,7,16.67,17.07,18.75,16.82,17.06,15.97,17.21,16.87,18.55,18.78,16.59,13.53
3092,North West,Ciprofloxacin,2022-08-01,16.41,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North West,North West,1.66,8,17.16,16.67,17.07,18.75,16.82,17.06,15.97,17.21,16.87,18.55,18.78,16.59
3093,North West,Ciprofloxacin,2022-09-01,14.85,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North West,North West,1.65,9,16.41,17.16,16.67,17.07,18.75,16.82,17.06,15.97,17.21,16.87,18.55,18.78
3094,North West,Ciprofloxacin,2022-10-01,15.38,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North West,North West,1.65,10,14.85,16.41,17.16,16.67,17.07,18.75,16.82,17.06,15.97,17.21,16.87,18.55
3095,North West,Ciprofloxacin,2022-11-01,17.36,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North West,North West,1.65,11,15.38,14.85,16.41,17.16,16.67,17.07,18.75,16.82,17.06,15.97,17.21,16.87
3096,North West,Ciprofloxacin,2022-12-01,21.2,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North West,North West,1.72,12,17.36,15.38,14.85,16.41,17.16,16.67,17.07,18.75,16.82,17.06,15.97,17.21
3097,North West,Ciprofloxacin,2023-01-01,21.6,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North West,North West,1.77,1,21.2,17.36,15.38,14.85,16.41,17.16,16.67,17.07,18.75,16.82,17.06,15.97
3098,North West,Ciprofloxacin,2023-02-01,20.8,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North West,North West,1.8,2,21.6,21.2,17.36,15.38,14.85,16.41,17.16,16.67,17.07,18.75,16.82,17.06
3099,North West,Ciprofloxacin,2023-03-01,18.22,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North West,North West,1.81,3,20.8,21.6,21.2,17.36,15.38,14.85,16.41,17.16,16.67,17.07,18.75,16.82
3100,North West,Ciprofloxacin,2023-04-01,20.99,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North West,North West,1.81,4,18.22,20.8,21.6,21.2,17.36,15.38,14.85,16.41,17.16,16.67,17.07,18.75
3101,North West,Ciprofloxacin,2023-05-01,20.61,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North West,North West,1.81,5,20.99,18.22,20.8,21.6,21.2,17.36,15.38,14.85,16.41,17.16,16.67,17.07
3102,North West,Ciprofloxacin,2023-06-01,19.41,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North West,North West,1.81,6,20.61,20.99,18.22,20.8,21.6,21.2,17.36,15.38,14.85,16.41,17.16,16.67
3103,North West,Ciprofloxacin,2023-07-01,13.41,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North West,North West,1.8,7,19.41,20.61,20.99,18.22,20.8,21.6,21.2,17.36,15.38,14.85,16.41,17.16
3104,North West,Ciprofloxacin,2023-08-01,15.5,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North West,North West,1.81,8,13.41,19.41,20.61,20.99,18.22,20.8,21.6,21.2,17.36,15.38,14.85,16.41
3105,North West,Ciprofloxacin,2023-09-01,16.49,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North West,North West,1.81,9,15.5,13.41,19.41,20.61,20.99,18.22,20.8,21.6,21.2,17.36,15.38,14.85
3106,North West,Ciprofloxacin,2023-10-01,18.56,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North West,North West,1.81,10,16.49,15.5,13.41,19.41,20.61,20.99,18.22,20.8,21.6,21.2,17.36,15.38
3107,North West,Ciprofloxacin,2023-11-01,18.49,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North West,North West,1.8,11,18.56,16.49,15.5,13.41,19.41,20.61,20.99,18.22,20.8,21.6,21.2,17.36
3108,North West,Ciprofloxacin,2023-12-01,20.36,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North West,North West,1.74,12,18.49,18.56,16.49,15.5,13.41,19.41,20.61,20.99,18.22,20.8,21.6,21.2
3109,North West,Ciprofloxacin,2024-01-01,19.34,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North West,North West,1.74,1,20.36,18.49,18.56,16.49,15.5,13.41,19.41,20.61,20.99,18.22,20.8,21.6
3110,North West,Ciprofloxacin,2024-02-01,15.02,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North West,North West,1.74,2,19.34,20.36,18.49,18.56,16.49,15.5,13.41,19.41,20.61,20.99,18.22,20.8
3111,North West,Ciprofloxacin,2024-03-01,13.91,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North West,North West,1.73,3,15.02,19.34,20.36,18.49,18.56,16.49,15.5,13.41,19.41,20.61,20.99,18.22
3112,North West,Ciprofloxacin,2024-04-01,16.0,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North West,North West,1.74,4,13.91,15.02,19.34,20.36,18.49,18.56,16.49,15.5,13.41,19.41,20.61,20.99
3113,North West,Ciprofloxacin,2024-05-01,22.43,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North West,North West,1.74,5,16.0,13.91,15.02,19.34,20.36,18.49,18.56,16.49,15.5,13.41,19.41,20.61
3114,North West,Ciprofloxacin,2024-06-01,21.83,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North West,North West,1.74,6,22.43,16.0,13.91,15.02,19.34,20.36,18.49,18.56,16.49,15.5,13.41,19.41
3115,North West,Ciprofloxacin,2024-07-01,22.96,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North West,North West,1.74,7,21.83,22.43,16.0,13.91,15.02,19.34,20.36,18.49,18.56,16.49,15.5,13.41
3116,North West,Ciprofloxacin,2024-08-01,19.08,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North West,North West,1.72,8,22.96,21.83,22.43,16.0,13.91,15.02,19.34,20.36,18.49,18.56,16.49,15.5
3117,North West,Ciprofloxacin,2024-09-01,20.0,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North West,North West,1.71,9,19.08,22.96,21.83,22.43,16.0,13.91,15.02,19.34,20.36,18.49,18.56,16.49
3118,North West,Ciprofloxacin,2024-10-01,18.86,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North West,North West,1.7,10,20.0,19.08,22.96,21.83,22.43,16.0,13.91,15.02,19.34,20.36,18.49,18.56
3119,North West,Ciprofloxacin,2024-11-01,18.75,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North West,North West,1.68,11,18.86,20.0,19.08,22.96,21.83,22.43,16.0,13.91,15.02,19.34,20.36,18.49
3120,North West,Ciprofloxacin,2024-12-01,19.58,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North West,North West,1.67,12,18.75,18.86,20.0,19.08,22.96,21.83,22.43,16.0,13.91,15.02,19.34,20.36
3121,North West,Ciprofloxacin,2025-01-01,16.78,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North West,North West,1.65,1,19.58,18.75,18.86,20.0,19.08,22.96,21.83,22.43,16.0,13.91,15.02,19.34
3122,North West,Ciprofloxacin,2025-02-01,17.06,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North West,North West,1.62,2,16.78,19.58,18.75,18.86,20.0,19.08,22.96,21.83,22.43,16.0,13.91,15.02
3123,North West,Ciprofloxacin,2025-03-01,14.39,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North West,North West,1.6,3,17.06,16.78,19.58,18.75,18.86,20.0,19.08,22.96,21.83,22.43,16.0,13.91
3124,North West,Ciprofloxacin,2025-04-01,19.92,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North West,North West,1.58,4,14.39,17.06,16.78,19.58,18.75,18.86,20.0,19.08,22.96,21.83,22.43,16.0
3125,North West,Ciprofloxacin,2025-05-01,20.07,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North West,North West,1.56,5,19.92,14.39,17.06,16.78,19.58,18.75,18.86,20.0,19.08,22.96,21.83,22.43
3126,North West,Ciprofloxacin,2025-06-01,20.39,k_pneumoniae,k_pneumoniae__Ciprofloxacin__North West,North West,1.55,6,20.07,19.92,14.39,17.06,16.78,19.58,18.75,18.86,20.0,19.08,22.96,21.83
3139,South East,Ciprofloxacin,2020-11-01,15.02,k_pneumoniae,k_pneumoniae__Ciprofloxacin__South East,South East,1.31,11,16.46,16.46,16.46,16.46,14.16,14.16,14.16,14.16,17.21,17.21,17.21,17.21
3140,South East,Ciprofloxacin,2020-11-01,15.02,k_pneumoniae,k_pneumoniae__Ciprofloxacin__South East,South East,0.76,11,15.02,16.46,16.46,16.46,16.46,14.16,14.16,14.16,14.16,17.21,17.21,17.21
3141,South East,Ciprofloxacin,2020-11-01,15.02,k_pneumoniae,k_pneumoniae__Ciprofloxacin__South East,South East,10.19,11,15.02,15.02,16.46,16.46,16.46,16.46,14.16,14.16,14.16,14.16,17.21,17.21
3142,South East,Ciprofloxacin,2020-11-01,15.02,k_pneumoniae,k_pneumoniae__Ciprofloxacin__South East,South East,27.72,11,15.02,15.02,15.02,16.46,16.46,16.46,16.46,14.16,14.16,14.16,14.16,17.21
3143,South East,Ciprofloxacin,2020-12-01,17.49,k_pneumoniae,k_pneumoniae__Ciprofloxacin__South East,South East,1.27,12,15.02,15.02,15.02,15.02,16.46,16.46,16.46,16.46,14.16,14.16,14.16,14.16
