,geography,stratum,date,organism,resistance_pct,series_id,model_region,prescribing_rate,month
9631,North East,Piperacillin with tazobactam,2022-06-01,P-aeruginosa,0.0,P-aeruginosa__Piperacillin with tazobactam__North East,North East and Yorkshire,1.62,6
9632,North East,Piperacillin with tazobactam,2022-07-01,P-aeruginosa,0.0,P-aeruginosa__Piperacillin with tazobactam__North East,North East and Yorkshire,1.62,7
9633,North East,Piperacillin with tazobactam,2022-08-01,P-aeruginosa,0.0,P-aeruginosa__Piperacillin with tazobactam__North East,North East and Yorkshire,1.63,8
9634,North East,Piperacillin with tazobactam,2022-09-01,P-aeruginosa,2.04,P-aeruginosa__Piperacillin with tazobactam__North East,North East and Yorkshire,1.62,9
9635,North East,Piperacillin with tazobactam,2022-10-01,P-aeruginosa,6.67,P-aeruginosa__Piperacillin with tazobactam__North East,North East and Yorkshire,1.63,10
9636,North East,Piperacillin with tazobactam,2022-11-01,P-aeruginosa,6.98,P-aeruginosa__Piperacillin with tazobactam__North East,North East and Yorkshire,1.63,11
9637,North East,Piperacillin with tazobactam,2022-12-01,P-aeruginosa,11.76,P-aeruginosa__Piperacillin with tazobactam__North East,North East and Yorkshire,1.69,12
9638,North East,Piperacillin with tazobactam,2023-01-01,P-aeruginosa,6.06,P-aeruginosa__Piperacillin with tazobactam__North East,North East and Yorkshire,1.74,1
9639,North East,Piperacillin with tazobactam,2023-02-01,P-aeruginosa,5.41,P-aeruginosa__Piperacillin with tazobactam__North East,North East and Yorkshire,1.76,2
9640,North East,Piperacillin with tazobactam,2023-03-01,P-aeruginosa,0.0,P-aeruginosa__Piperacillin with tazobactam__North East,North East and Yorkshire,1.78,3
9641,North East,Piperacillin with tazobactam,2023-04-01,P-aeruginosa,0.0,P-aeruginosa__Piperacillin with tazobactam__North East,North East and Yorkshire,1.78,4
9642,North East,Piperacillin with tazobactam,2023-05-01,P-aeruginosa,0.0,P-aeruginosa__Piperacillin with tazobactam__North East,North East and Yorkshire,1.79,5
9643,North East,Piperacillin with tazobactam,2023-06-01,P-aeruginosa,0.0,P-aeruginosa__Piperacillin with tazobactam__North East,North East and Yorkshire,1.79,6
9644,North East,Piperacillin with tazobactam,2023-07-01,P-aeruginosa,0.0,P-aeruginosa__Piperacillin with tazobactam__North East,North East and Yorkshire,1.79,7
9645,North East,Piperacillin with tazobactam,2023-08-01,P-aeruginosa,0.0,P-aeruginosa__Piperacillin with tazobactam__North East,North East and Yorkshire,1.79,8
9646,North East,Piperacillin with tazobactam,2023-09-01,P-aeruginosa,0.0,P-aeruginosa__Piperacillin with tazobactam__North East,North East and Yorkshire,1.79,9
9647,North East,Piperacillin with tazobactam,2023-10-01,P-aeruginosa,2.17,P-aeruginosa__Piperacillin with tazobactam__North East,North East and Yorkshire,1.8,10
9648,North East,Piperacillin with tazobactam,2023-11-01,P-aeruginosa,2.5,P-aeruginosa__Piperacillin with tazobactam__North East,North East and Yorkshire,1.79,11
9649,North East,Piperacillin with tazobactam,2023-12-01,P-aeruginosa,2.78,P-aeruginosa__Piperacillin with tazobactam__North East,North East and Yorkshire,1.74,12
9650,North East,Piperacillin with tazobactam,2024-01-01,P-aeruginosa,0.0,P-aeruginosa__Piperacillin with tazobactam__North East,North East and Yorkshire,1.74,1
9651,North East,Piperacillin with tazobactam,2024-02-01,P-aeruginosa,2.7,P-aeruginosa__Piperacillin with tazobactam__North East,North East and Yorkshire,1.74,2
9652,North East,Piperacillin with tazobactam,2024-03-01,P-aeruginosa,2.78,P-aeruginosa__Piperacillin with tazobactam__North East,North East and Yorkshire,1.73,3
9653,North East,Piperacillin with tazobactam,2024-04-01,P-aeruginosa,5.41,P-aeruginosa__Piperacillin with tazobactam__North East,North East and Yorkshire,1.75,4
9654,North East,Piperacillin with tazobactam,2024-05-01,P-aeruginosa,2.86,P-aeruginosa__Piperacillin with tazobactam__North East,North East and Yorkshire,1.75,5
9655,North East,Piperacillin with tazobactam,2024-06-01,P-aeruginosa,4.88,P-aeruginosa__Piperacillin with tazobactam__North East,North East and Yorkshire,1.74,6
9656,North East,Piperacillin with tazobactam,2024-07-01,P-aeruginosa,2.38,P-aeruginosa__Piperacillin with tazobactam__North East,North East and Yorkshire,1.75,7
9657,North East,Piperacillin with tazobactam,2024-08-01,P-aeruginosa,2.27,P-aeruginosa__Piperacillin with tazobactam__North East,North East and Yorkshire,1.73,8
9658,North East,Piperacillin with tazobactam,2024-09-01,P-aeruginosa,0.0,P-aeruginosa__Piperacillin with tazobactam__North East,North East and Yorkshire,1.73,9
9659,North East,Piperacillin with tazobactam,2024-10-01,P-aeruginosa,2.04,P-aeruginosa__Piperacillin with tazobactam__North East,North East and Yorkshire,1.72,10
9660,North East,Piperacillin with tazobactam,2024-11-01,P-aeruginosa,3.77,P-aeruginosa__Piperacillin with tazobactam__North East,North East and Yorkshire,1.71,11
9661,North East,Piperacillin with tazobactam,2024-12-01,P-aeruginosa,6.25,P-aeruginosa__Piperacillin with tazobactam__North East,North East and Yorkshire,1.7,12
9662,North East,Piperacillin with tazobactam,2025-01-01,P-aeruginosa,7.14,P-aeruginosa__Piperacillin with tazobactam__North East,North East and Yorkshire,1.68,1
9663,North East,Piperacillin with tazobactam,2025-02-01,P-aeruginosa,5.88,P-aeruginosa__Piperacillin with tazobactam__North East,North East and Yorkshire,1.66,2
9664,North East,Piperacillin with tazobactam,2025-03-01,P-aeruginosa,6.06,P-aeruginosa__Piperacillin with tazobactam__North East,North East and Yorkshire,1.64,3
9665,North East,Piperacillin with tazobactam,2025-04-01,P-aeruginosa,2.86,P-aeruginosa__Piperacillin with tazobactam__North East,North East and Yorkshire,1.62,4
9666,North East,Piperacillin with tazobactam,2025-05-01,P-aeruginosa,2.27,P-aeruginosa__Piperacillin with tazobactam__North East,North East and Yorkshire,1.6,5
9667,North East,Piperacillin with tazobactam,2025-06-01,P-aeruginosa,1.96,P-aeruginosa__Piperacillin with tazobactam__North East,North East and Yorkshire,1.59,6
9668,North West,Piperacillin with tazobactam,2020-08-01,P-aeruginosa,9.57,P-aeruginosa__Piperacillin with tazobactam__North West,North West,1.61,8
9669,North West,Piperacillin with tazobactam,2020-09-01,P-aeruginosa,10.74,P-aeruginosa__Piperacillin with tazobactam__North West,North West,1.6,9
9670,North West,Piperacillin with tazobactam,2020-10-01,P-aeruginosa,9.01,P-aeruginosa__Piperacillin with tazobactam__North West,North West,1.57,10
9671,North West,Piperacillin with tazobactam,2020-11-01,P-aeruginosa,7.29,P-aeruginosa__Piperacillin with tazobactam__North West,North West,1.54,11
9672,North West,Piperacillin with tazobactam,2020-12-01,P-aeruginosa,4.08,P-aeruginosa__Piperacillin with tazobactam__North West,North West,1.49,12
9673,North West,Piperacillin with tazobactam,2021-01-01,P-aeruginosa,2.02,P-aeruginosa__Piperacillin with tazobactam__North West,North West,1.43,1
9674,North West,Piperacillin with tazobactam,2021-02-01,P-aeruginosa,2.2,P-aeruginosa__Piperacillin with tazobactam__North West,North West,1.39,2
9675,North West,Piperacillin with tazobactam,2021-03-01,P-aeruginosa,5.1,P-aeruginosa__Piperacillin with tazobactam__North West,North West,1.36,3
9676,North West,Piperacillin with tazobactam,2021-04-01,P-aeruginosa,6.52,P-aeruginosa__Piperacillin with tazobactam__North West,North West,1.35,4
9677,North West,Piperacillin with tazobactam,2021-05-01,P-aeruginosa,6.59,P-aeruginosa__Piperacillin with tazobactam__North West,North West,1.35,5
9678,North West,Piperacillin with tazobactam,2021-06-01,P-aeruginosa,4.29,P-aeruginosa__Piperacillin with tazobactam__North West,North West,1.37,6
9679,North West,Piperacillin with tazobactam,2021-07-01,P-aeruginosa,7.41,P-aeruginosa__Piperacillin with tazobactam__North West,North West,1.39,7
9680,North West,Piperacillin with tazobactam,2021-08-01,P-aeruginosa,10.2,P-aeruginosa__Piperacillin with tazobactam__North West,North West,1.4,8
9681,North West,Piperacillin with tazobactam,2021-09-01,P-aeruginosa,11.71,P-aeruginosa__Piperacillin with tazobactam__North West,North West,1.42,9
9682,North West,Piperacillin with tazobactam,2021-10-01,P-aeruginosa,14.41,P-aeruginosa__Piperacillin with tazobactam__North West,North West,1.45,10
9683,North West,Piperacillin with tazobactam,2021-11-01,P-aeruginosa,13.46,P-aeruginosa__Piperacillin with tazobactam__North West,North West,1.49,11
9684,North West,Piperacillin with tazobactam,2021-12-01,P-aeruginosa,13.73,P-aeruginosa__Piperacillin with tazobactam__North West,North West,1.53,12
9685,North West,Piperacillin with tazobactam,2022-01-01,P-aeruginosa,10.98,P-aeruginosa__Piperacillin with tazobactam__North West,North West,1.53,1
9686,North West,Piperacillin with tazobactam,2022-02-01,P-aeruginosa,11.11,P-aeruginosa__Piperacillin with tazobactam__North West,North West,1.55,2
9687,North West,Piperacillin with tazobactam,2022-03-01,P-aeruginosa,8.14,P-aeruginosa__Piperacillin with tazobactam__North West,North West,1.58,3
9688,North West,Piperacillin with tazobactam,2022-04-01,P-aeruginosa,7.29,P-aeruginosa__Piperacillin with tazobactam__North West,North West,1.61,4
9689,North West,Piperacillin with tazobactam,2022-05-01,P-aeruginosa,8.82,P-aeruginosa__Piperacillin with tazobactam__North West,North West,1.63,5
9690,North West,Piperacillin with tazobactam,2022-06-01,P-aeruginosa,12.0,P-aeruginosa__Piperacillin with tazobactam__North West,North West,1.64,6
9691,North West,Piperacillin with tazobactam,2022-07-01,P-aeruginosa,10.0,P-aeruginosa__Piperacillin with tazobactam__North West,North West,1.65,7
9692,North West,Piperacillin with tazobactam,2022-08-01,P-aeruginosa,8.91,P-aeruginosa__Piperacillin with tazobactam__North West,North West,1.66,8
9693,North West,Piperacillin with tazobactam,2022-09-01,P-aeruginosa,5.45,P-aeruginosa__Piperacillin with tazobactam__North West,North West,1.65,9
9694,North West,Piperacillin with tazobactam,2022-10-01,P-aeruginosa,7.69,P-aeruginosa__Piperacillin with tazobactam__North West,North West,1.65,10
9695,North West,Piperacillin with tazobactam,2022-11-01,P-aeruginosa,8.26,P-aeruginosa__Piperacillin with tazobactam__North West,North West,1.65,11
9696,North West,Piperacillin with tazobactam,2022-12-01,P-aeruginosa,9.57,P-aeruginosa__Piperacillin with tazobactam__North West,North West,1.72,12
9697,North West,Piperacillin with tazobactam,2023-01-01,P-aeruginosa,8.05,P-aeruginosa__Piperacillin with tazobactam__North West,North West,1.77,1
9698,North West,Piperacillin with tazobactam,2023-02-01,P-aeruginosa,7.78,P-aeruginosa__Piperacillin with tazobactam__North West,North West,1.8,2
9699,North West,Piperacillin with tazobactam,2023-03-01,P-aeruginosa,11.21,P-aeruginosa__Piperacillin with tazobactam__North West,North West,1.81,3
9700,North West,Piperacillin with tazobactam,2023-04-01,P-aeruginosa,12.96,P-aeruginosa__Piperacillin with tazobactam__North West,North West,1.81,4
9701,North West,Piperacillin with tazobactam,2023-05-01,P-aeruginosa,11.65,P-aeruginosa__Piperacillin with tazobactam__North West,North West,1.81,5
9702,North West,Piperacillin with tazobactam,2023-06-01,P-aeruginosa,6.25,P-aeruginosa__Piperacillin with tazobactam__North West,North West,1.81,6
9703,North West,Piperacillin with tazobactam,2023-07-01,P-aeruginosa,3.64,P-aeruginosa__Piperacillin with tazobactam__North West,North West,1.8,7
9704,North West,Piperacillin with tazobactam,2023-08-01,P-aeruginosa,8.73,P-aeruginosa__Piperacillin with tazobactam__North West,North West,1.81,8
9705,North West,Piperacillin with tazobactam,2023-09-01,P-aeruginosa,11.02,P-aeruginosa__Piperacillin with tazobactam__North West,North West,1.81,9
9706,North West,Piperacillin with tazobactam,2023-10-01,P-aeruginosa,13.04,P-aeruginosa__Piperacillin with tazobactam__North West,North West,1.81,10
9707,North West,Piperacillin with tazobactam,2023-11-01,P-aeruginosa,10.09,P-aeruginosa__Piperacillin with tazobactam__North West,North West,1.8,11
9708,North West,Piperacillin with tazobactam,2023-12-01,P-aeruginosa,13.28,P-aeruginosa__Piperacillin with tazobactam__North West,North West,1.74,12
9709,North West,Piperacillin with tazobactam,2024-01-01,P-aeruginosa,13.68,P-aeruginosa__Piperacillin with tazobactam__North West,North West,1.74,1
9710,North West,Piperacillin with tazobactam,2024-02-01,P-aeruginosa,12.28,P-aeruginosa__Piperacillin with tazobactam__North West,North West,1.74,2
9711,North West,Piperacillin with tazobactam,2024-03-01,P-aeruginosa,8.99,P-aeruginosa__Piperacillin with tazobactam__North West,North West,1.73,3
9712,North West,Piperacillin with tazobactam,2024-04-01,P-aeruginosa,10.99,P-aeruginosa__Piperacillin with tazobactam__North West,North West,1.74,4
9713,North West,Piperacillin with tazobactam,2024-05-01,P-aeruginosa,13.75,P-aeruginosa__Piperacillin with tazobactam__North West,North West,1.74,5
9714,North West,Piperacillin with tazobactam,2024-06-01,P-aeruginosa,12.94,P-aeruginosa__Piperacillin with tazobactam__North West,North West,1.74,6
9715,North West,Piperacillin with tazobactam,2024-07-01,P-aeruginosa,10.26,P-aeruginosa__Piperacillin with tazobactam__North West,North West,1.74,7
9716,North West,Piperacillin with tazobactam,2024-08-01,P-aeruginosa,7.92,P-aeruginosa__Piperacillin with tazobactam__North West,North West,1.72,8
9717,North West,Piperacillin with tazobactam,2024-09-01,P-aeruginosa,6.78,P-aeruginosa__Piperacillin with tazobactam__North West,North West,1.71,9
9718,North West,Piperacillin with tazobactam,2024-10-01,P-aeruginosa,6.92,P-aeruginosa__Piperacillin with tazobactam__North West,North West,1.7,10
9719,North West,Piperacillin with tazobactam,2024-11-01,P-aeruginosa,10.53,P-aeruginosa__Piperacillin with tazobactam__North West,North West,1.68,11
9720,North West,Piperacillin with tazobactam,2024-12-01,P-aeruginosa,10.2,P-aeruginosa__Piperacillin with tazobactam__North West,North West,1.67,12
9721,North West,Piperacillin with tazobactam,2025-01-01,P-aeruginosa,7.95,P-aeruginosa__Piperacillin with tazobactam__North West,North West,1.65,1
9722,North West,Piperacillin with tazobactam,2025-02-01,P-aeruginosa,3.66,P-aeruginosa__Piperacillin with tazobactam__North West,North West,1.62,2
9723,North West,Piperacillin with tazobactam,2025-03-01,P-aeruginosa,5.56,P-aeruginosa__Piperacillin with tazobactam__North West,North West,1.6,3
9724,North West,Piperacillin with tazobactam,2025-04-01,P-aeruginosa,9.43,P-aeruginosa__Piperacillin with tazobactam__North West,North West,1.58,4
9725,North West,Piperacillin with tazobactam,2025-05-01,P-aeruginosa,10.26,P-aeruginosa__Piperacillin with tazobactam__North West,North West,1.56,5
9726,North West,Piperacillin with tazobactam,2025-06-01,P-aeruginosa,10.48,P-aeruginosa__Piperacillin with tazobactam__North West,North West,1.55,6
9727,South East,Piperacillin with tazobactam,2020-08-01,P-aeruginosa,3.45,P-aeruginosa__Piperacillin with tazobactam__South East,South East,9.965,8
9728,South East,Piperacillin with tazobactam,2020-09-01,P-aeruginosa,3.15,P-aeruginosa__Piperacillin with tazobactam__South East,South East,9.969999999999999,9
9729,South East,Piperacillin with tazobactam,2020-10-01,P-aeruginosa,2.52,P-aeruginosa__Piperacillin with tazobactam__South East,South East,9.975000000000001,10
9730,South East,Piperacillin with tazobactam,2020-11-01,P-aeruginosa,4.0,P-aeruginosa__Piperacillin with tazobactam__South East,South East,9.995,11
9731,South East,Piperacillin with tazobactam,2020-12-01,P-aeruginosa,9.02,P-aeruginosa__Piperacillin with tazobactam__South East,South East,10.0675,12
9732,South East,Piperacillin with tazobactam,2021-01-01,P-aeruginosa,8.73,P-aeruginosa__Piperacillin with tazobactam__South East,South East,10.1,1
9733,South East,Piperacillin with tazobactam,2021-02-01,P-aeruginosa,9.45,P-aeruginosa__Piperacillin with tazobactam__South East,South East,10.1525,2
9734,South East,Piperacillin with tazobactam,2021-03-01,P-aeruginosa,6.72,P-aeruginosa__Piperacillin with tazobactam__South East,South East,10.2025,3
9735,South East,Piperacillin with tazobactam,2021-04-01,P-aeruginosa,10.17,P-aeruginosa__Piperacillin with tazobactam__South East,South East,10.165,4
9736,South East,Piperacillin with tazobactam,2021-05-01,P-aeruginosa,6.84,P-aeruginosa__Piperacillin with tazobactam__South East,South East,10.135000000000002,5
9737,South East,Piperacillin with tazobactam,2021-06-01,P-aeruginosa,6.62,P-aeruginosa__Piperacillin with tazobactam__South East,South East,10.1075,6
9738,South East,Piperacillin with tazobactam,2021-07-01,P-aeruginosa,5.04,P-aeruginosa__Piperacillin with tazobactam__South East,South East,10.0725,7
9739,South East,Piperacillin with tazobactam,2021-08-01,P-aeruginosa,9.02,P-aeruginosa__Piperacillin with tazobactam__South East,South East,10.0475,8
9740,South East,Piperacillin with tazobactam,2021-09-01,P-aeruginosa,8.4,P-aeruginosa__Piperacillin with tazobactam__South East,South East,10.025,9
9741,South East,Piperacillin with tazobactam,2021-10-01,P-aeruginosa,9.73,P-aeruginosa__Piperacillin with tazobactam__South East,South East,9.969999999999999,10
9742,South East,Piperacillin with tazobactam,2021-11-01,P-aeruginosa,7.56,P-aeruginosa__Piperacillin with tazobactam__South East,South East,9.9125,11
9743,South East,Piperacillin with tazobactam,2021-12-01,P-aeruginosa,6.19,P-aeruginosa__Piperacillin with tazobactam__South East,South East,9.8625,12
9744,South East,Piperacillin with tazobactam,2022-01-01,P-aeruginosa,5.79,P-aeruginosa__Piperacillin with tazobactam__South East,South East,9.8125,1
9745,South East,Piperacillin with tazobactam,2022-02-01,P-aeruginosa,4.55,P-aeruginosa__Piperacillin with tazobactam__South East,South East,9.7725,2
9746,South East,Piperacillin with tazobactam,2022-03-01,P-aeruginosa,7.62,P-aeruginosa__Piperacillin with tazobactam__South East,South East,9.7325,3
9747,South East,Piperacillin with tazobactam,2022-04-01,P-aeruginosa,5.32,P-aeruginosa__Piperacillin with tazobactam__South East,South East,9.715,4
9748,South East,Piperacillin with tazobactam,2022-05-01,P-aeruginosa,9.64,P-aeruginosa__Piperacillin with tazobactam__South East,South East,9.692499999999999,5
9749,South East,Piperacillin with tazobactam,2022-06-01,P-aeruginosa,6.93,P-aeruginosa__Piperacillin with tazobactam__South East,South East,9.6625,6
9750,South East,Piperacillin with tazobactam,2022-07-01,P-aeruginosa,8.33,P-aeruginosa__Piperacillin with tazobactam__South East,South East,9.64,7
9751,South East,Piperacillin with tazobactam,2022-08-01,P-aeruginosa,6.62,P-aeruginosa__Piperacillin with tazobactam__South East,South East,9.6275,8
9752,South East,Piperacillin with tazobactam,2022-09-01,P-aeruginosa,7.52,P-aeruginosa__Piperacillin with tazobactam__South East,South East,9.6125,9
9753,South East,Piperacillin with tazobactam,2022-10-01,P-aeruginosa,9.38,P-aeruginosa__Piperacillin with tazobactam__South East,South East,9.5975,10
9754,South East,Piperacillin with tazobactam,2022-11-01,P-aeruginosa,10.14,P-aeruginosa__Piperacillin with tazobactam__South East,South East,9.584999999999999,11
9755,South East,Piperacillin with tazobactam,2022-12-01,P-aeruginosa,11.59,P-aeruginosa__Piperacillin with tazobactam__South East,South East,9.5475,12
9756,South East,Piperacillin with tazobactam,2023-01-01,P-aeruginosa,8.63,P-aeruginosa__Piperacillin with tazobactam__South East,South East,9.54,1
9757,South East,Piperacillin with tazobactam,2023-02-01,P-aeruginosa,8.06,P-aeruginosa__Piperacillin with tazobactam__South East,South East,9.5425,2
9758,South East,Piperacillin with tazobactam,2023-03-01,P-aeruginosa,8.11,P-aeruginosa__Piperacillin with tazobactam__South East,South East,9.5525,3
9759,South East,Piperacillin with tazobactam,2023-04-01,P-aeruginosa,13.0,P-aeruginosa__Piperacillin with tazobactam__South East,South East,9.5475,4
9760,South East,Piperacillin with tazobactam,2023-05-01,P-aeruginosa,11.65,P-aeruginosa__Piperacillin with tazobactam__South East,South East,9.540000000000001,5
9761,South East,Piperacillin with tazobactam,2023-06-01,P-aeruginosa,11.21,P-aeruginosa__Piperacillin with tazobactam__South East,South East,9.54,6
9762,South East,Piperacillin with tazobactam,2023-07-01,P-aeruginosa,10.09,P-aeruginosa__Piperacillin with tazobactam__South East,South East,9.54,7
9763,South East,Piperacillin with tazobactam,2023-08-01,P-aeruginosa,8.18,P-aeruginosa__Piperacillin with tazobactam__South East,South East,9.5375,8
9764,South East,Piperacillin with tazobactam,2023-09-01,P-aeruginosa,6.19,P-aeruginosa__Piperacillin with tazobactam__South East,South East,9.555,9
9765,South East,Piperacillin with tazobactam,2023-10-01,P-aeruginosa,5.17,P-aeruginosa__Piperacillin with tazobactam__South East,South East,9.555,10
9766,South East,Piperacillin with tazobactam,2023-11-01,P-aeruginosa,9.3,P-aeruginosa__Piperacillin with tazobactam__South East,South East,9.555,11
9767,South East,Piperacillin with tazobactam,2023-12-01,P-aeruginosa,9.57,P-aeruginosa__Piperacillin with tazobactam__South East,South East,9.5625,12
9768,South East,Piperacillin with tazobactam,2024-01-01,P-aeruginosa,7.48,P-aeruginosa__Piperacillin with tazobactam__South East,South East,9.575,1
9769,South East,Piperacillin with tazobactam,2024-02-01,P-aeruginosa,3.23,P-aeruginosa__Piperacillin with tazobactam__South East,South East,9.5875,2
9770,South East,Piperacillin with tazobactam,2024-03-01,P-aeruginosa,4.85,P-aeruginosa__Piperacillin with tazobactam__South East,South East,9.6075,3
9771,South East,Piperacillin with tazobactam,2024-04-01,P-aeruginosa,8.11,P-aeruginosa__Piperacillin with tazobactam__South East,South East,9.6475,4
9772,South East,Piperacillin with tazobactam,2024-05-01,P-aeruginosa,9.65,P-aeruginosa__Piperacillin with tazobactam__South East,South East,9.6975,5
9773,South East,Piperacillin with tazobactam,2024-06-01,P-aeruginosa,8.8,P-aeruginosa__Piperacillin with tazobactam__South East,South East,9.7475,6
9774,South East,Piperacillin with tazobactam,2024-07-01,P-aeruginosa,7.14,P-aeruginosa__Piperacillin with tazobactam__South East,South East,9.8125,7
9775,South East,Piperacillin with tazobactam,2024-08-01,P-aeruginosa,7.48,P-aeruginosa__Piperacillin with tazobactam__South East,South East,9.879999999999999,8
9776,South East,Piperacillin with tazobactam,2024-09-01,P-aeruginosa,8.97,P-aeruginosa__Piperacillin with tazobactam__South East,South East,9.935,9
9777,South East,Piperacillin with tazobactam,2024-10-01,P-aeruginosa,8.12,P-aeruginosa__Piperacillin with tazobactam__South East,South East,10.0075,10
9778,South East,Piperacillin with tazobactam,2024-11-01,P-aeruginosa,7.51,P-aeruginosa__Piperacillin with tazobactam__South East,South East,10.075000000000001,11
9779,South East,Piperacillin with tazobactam,2024-12-01,P-aeruginosa,6.71,P-aeruginosa__Piperacillin with tazobactam__South East,South East,10.1425,12
9780,South East,Piperacillin with tazobactam,2025-01-01,P-aeruginosa,5.36,P-aeruginosa__Piperacillin with tazobactam__South East,South East,10.1975,1
9781,South East,Piperacillin with tazobactam,2025-02-01,P-aeruginosa,4.52,P-aeruginosa__Piperacillin with tazobactam__South East,South East,10.2475,2
9782,South East,Piperacillin with tazobactam,2025-03-01,P-aeruginosa,3.27,P-aeruginosa__Piperacillin with tazobactam__South East,South East,10.290000000000001,3
9783,South East,Piperacillin with tazobactam,2025-04-01,P-aeruginosa,6.94,P-aeruginosa__Piperacillin with tazobactam__South East,South East,10.309999999999999,4
9784,South East,Piperacillin with tazobactam,2025-05-01,P-aeruginosa,5.96,P-aeruginosa__Piperacillin with tazobactam__South East,South East,10.32,5
9785,South East,Piperacillin with tazobactam,2025-06-01,P-aeruginosa,5.73,P-aeruginosa__Piperacillin with tazobactam__South East,South East,10.345,6
9786,South West,Piperacillin with tazobactam,2020-08-01,P-aeruginosa,11.27,P-aeruginosa__Piperacillin with tazobactam__South West,South West,1.37,8
9787,South West,Piperacillin with tazobactam,2020-09-01,P-aeruginosa,12.2,P-aeruginosa__Piperacillin with tazobactam__South West,South West,1.36,9
9788,South West,Piperacillin with tazobactam,2020-10-01,P-aeruginosa,14.1,P-aeruginosa__Piperacillin with tazobactam__South West,South West,1.34,10
9789,South West,Piperacillin with tazobactam,2020-11-01,P-aeruginosa,10.67,P-aeruginosa__Piperacillin with tazobactam__South West,South West,1.32,11
9790,South West,Piperacillin with tazobactam,2020-12-01,P-aeruginosa,10.81,P-aeruginosa__Piperacillin with tazobactam__South West,South West,1.28,12
9791,South West,Piperacillin with tazobactam,2021-01-01,P-aeruginosa,10.39,P-aeruginosa__Piperacillin with tazobactam__South West,South West,1.22,1
9792,South West,Piperacillin with tazobactam,2021-02-01,P-aeruginosa,12.33,P-aeruginosa__Piperacillin with tazobactam__South West,South West,1.19,2
9793,South West,Piperacillin with tazobactam,2021-03-01,P-aeruginosa,12.12,P-aeruginosa__Piperacillin with tazobactam__South West,South West,1.16,3
9794,South West,Piperacillin with tazobactam,2021-04-01,P-aeruginosa,10.0,P-aeruginosa__Piperacillin with tazobactam__South West,South West,1.14,4
9795,South West,Piperacillin with tazobactam,2021-05-01,P-aeruginosa,8.0,P-aeruginosa__Piperacillin with tazobactam__South West,South West,1.14,5
9796,South West,Piperacillin with tazobactam,2021-06-01,P-aeruginosa,9.59,P-aeruginosa__Piperacillin with tazobactam__South West,South West,1.15,6
9797,South West,Piperacillin with tazobactam,2021-07-01,P-aeruginosa,10.47,P-aeruginosa__Piperacillin with tazobactam__South West,South West,1.16,7
9798,South West,Piperacillin with tazobactam,2021-08-01,P-aeruginosa,11.11,P-aeruginosa__Piperacillin with tazobactam__South West,South West,1.17,8
9799,South West,Piperacillin with tazobactam,2021-09-01,P-aeruginosa,7.61,P-aeruginosa__Piperacillin with tazobactam__South West,South West,1.18,9
9800,South West,Piperacillin with tazobactam,2021-10-01,P-aeruginosa,7.61,P-aeruginosa__Piperacillin with tazobactam__South West,South West,1.19,10
9801,South West,Piperacillin with tazobactam,2021-11-01,P-aeruginosa,5.95,P-aeruginosa__Piperacillin with tazobactam__South West,South West,1.22,11
9802,South West,Piperacillin with tazobactam,2021-12-01,P-aeruginosa,6.1,P-aeruginosa__Piperacillin with tazobactam__South West,South West,1.25,12
9803,South West,Piperacillin with tazobactam,2022-01-01,P-aeruginosa,4.05,P-aeruginosa__Piperacillin with tazobactam__South West,South West,1.25,1
9804,South West,Piperacillin with tazobactam,2022-02-01,P-aeruginosa,2.9,P-aeruginosa__Piperacillin with tazobactam__South West,South West,1.26,2
9805,South West,Piperacillin with tazobactam,2022-03-01,P-aeruginosa,2.7,P-aeruginosa__Piperacillin with tazobactam__South West,South West,1.28,3
9806,South West,Piperacillin with tazobactam,2022-04-01,P-aeruginosa,1.56,P-aeruginosa__Piperacillin with tazobactam__South West,South West,1.3,4
9807,South West,Piperacillin with tazobactam,2022-05-01,P-aeruginosa,3.08,P-aeruginosa__Piperacillin with tazobactam__South West,South West,1.32,5
9808,South West,Piperacillin with tazobactam,2022-06-01,P-aeruginosa,6.35,P-aeruginosa__Piperacillin with tazobactam__South West,South West,1.33,6
9809,South West,Piperacillin with tazobactam,2022-07-01,P-aeruginosa,6.33,P-aeruginosa__Piperacillin with tazobactam__South West,South West,1.34,7
9810,South West,Piperacillin with tazobactam,2022-08-01,P-aeruginosa,5.75,P-aeruginosa__Piperacillin with tazobactam__South West,South West,1.35,8
9811,South West,Piperacillin with tazobactam,2022-09-01,P-aeruginosa,6.74,P-aeruginosa__Piperacillin with tazobactam__South West,South West,1.35,9
9812,South West,Piperacillin with tazobactam,2022-10-01,P-aeruginosa,7.87,P-aeruginosa__Piperacillin with tazobactam__South West,South West,1.35,10
9813,South West,Piperacillin with tazobactam,2022-11-01,P-aeruginosa,12.2,P-aeruginosa__Piperacillin with tazobactam__South West,South West,1.36,11
9814,South West,Piperacillin with tazobactam,2022-12-01,P-aeruginosa,10.71,P-aeruginosa__Piperacillin with tazobactam__South West,South West,1.42,12
9815,South West,Piperacillin with tazobactam,2023-01-01,P-aeruginosa,7.89,P-aeruginosa__Piperacillin with tazobactam__South West,South West,1.46,1
9816,South West,Piperacillin with tazobactam,2023-02-01,P-aeruginosa,2.9,P-aeruginosa__Piperacillin with tazobactam__South West,South West,1.49,2
