date,series_id,value
2024-09-01,P-aeruginosa__Ceftazidime__West Midlands,5.13
2024-10-01,P-aeruginosa__Ceftazidime__West Midlands,6.61
2024-11-01,P-aeruginosa__Ceftazidime__West Midlands,6.56
2024-12-01,P-aeruginosa__Ceftazidime__West Midlands,6.78
2025-01-01,P-aeruginosa__Ceftazidime__West Midlands,4.42
2025-02-01,P-aeruginosa__Ceftazidime__West Midlands,3.85
2025-03-01,P-aeruginosa__Ceftazidime__West Midlands,6.25
2025-04-01,P-aeruginosa__Ceftazidime__West Midlands,12.2
2025-05-01,P-aeruginosa__Ceftazidime__West Midlands,14.12
2025-06-01,P-aeruginosa__Ceftazidime__West Midlands,10.34
2021-08-01,P-aeruginosa__Ceftazidime__Yorkshire and Humber,4.3
2021-09-01,P-aeruginosa__Ceftazidime__Yorkshire and Humber,10.2
2021-10-01,P-aeruginosa__Ceftazidime__Yorkshire and Humber,10.71
2021-11-01,P-aeruginosa__Ceftazidime__Yorkshire and Humber,11.01
2021-12-01,P-aeruginosa__Ceftazidime__Yorkshire and Humber,4.76
2022-01-01,P-aeruginosa__Ceftazidime__Yorkshire and Humber,3.53
2022-02-01,P-aeruginosa__Ceftazidime__Yorkshire and Humber,1.3
2022-03-01,P-aeruginosa__Ceftazidime__Yorkshire and Humber,5.33
2022-04-01,P-aeruginosa__Ceftazidime__Yorkshire and Humber,4.62
2022-05-01,P-aeruginosa__Ceftazidime__Yorkshire and Humber,3.9
2022-06-01,P-aeruginosa__Ceftazidime__Yorkshire and Humber,1.37
2022-07-01,P-aeruginosa__Ceftazidime__Yorkshire and Humber,4.94
2022-08-01,P-aeruginosa__Ceftazidime__Yorkshire and Humber,5.62
2022-09-01,P-aeruginosa__Ceftazidime__Yorkshire and Humber,7.06
2022-10-01,P-aeruginosa__Ceftazidime__Yorkshire and Humber,6.67
2022-11-01,P-aeruginosa__Ceftazidime__Yorkshire and Humber,7.37
2022-12-01,P-aeruginosa__Ceftazidime__Yorkshire and Humber,7.27
2023-01-01,P-aeruginosa__Ceftazidime__Yorkshire and Humber,8.0
2023-02-01,P-aeruginosa__Ceftazidime__Yorkshire and Humber,11.36
2023-03-01,P-aeruginosa__Ceftazidime__Yorkshire and Humber,13.24
2023-04-01,P-aeruginosa__Ceftazidime__Yorkshire and Humber,9.68
2023-05-01,P-aeruginosa__Ceftazidime__Yorkshire and Humber,6.67
2023-06-01,P-aeruginosa__Ceftazidime__Yorkshire and Humber,5.95
2023-07-01,P-aeruginosa__Ceftazidime__Yorkshire and Humber,4.88
2023-08-01,P-aeruginosa__Ceftazidime__Yorkshire and Humber,2.41
2023-09-01,P-aeruginosa__Ceftazidime__Yorkshire and Humber,0.0
2023-10-01,P-aeruginosa__Ceftazidime__Yorkshire and Humber,1.1
2023-11-01,P-aeruginosa__Ceftazidime__Yorkshire and Humber,4.82
2023-12-01,P-aeruginosa__Ceftazidime__Yorkshire and Humber,7.32
2024-01-01,P-aeruginosa__Ceftazidime__Yorkshire and Humber,9.09
2024-02-01,P-aeruginosa__Ceftazidime__Yorkshire and Humber,9.52
2024-03-01,P-aeruginosa__Ceftazidime__Yorkshire and Humber,8.14
2024-04-01,P-aeruginosa__Ceftazidime__Yorkshire and Humber,8.11
2024-05-01,P-aeruginosa__Ceftazidime__Yorkshire and Humber,7.41
2024-06-01,P-aeruginosa__Ceftazidime__Yorkshire and Humber,7.89
2024-07-01,P-aeruginosa__Ceftazidime__Yorkshire and Humber,5.62
2024-08-01,P-aeruginosa__Ceftazidime__Yorkshire and Humber,2.13
2024-09-01,P-aeruginosa__Ceftazidime__Yorkshire and Humber,2.88
2024-10-01,P-aeruginosa__Ceftazidime__Yorkshire and Humber,1.89
2024-11-01,P-aeruginosa__Ceftazidime__Yorkshire and Humber,2.0
2024-12-01,P-aeruginosa__Ceftazidime__Yorkshire and Humber,2.8
2025-01-01,P-aeruginosa__Ceftazidime__Yorkshire and Humber,3.49
2025-02-01,P-aeruginosa__Ceftazidime__Yorkshire and Humber,5.0
2025-03-01,P-aeruginosa__Ceftazidime__Yorkshire and Humber,6.35
2025-04-01,P-aeruginosa__Ceftazidime__Yorkshire and Humber,10.13
2025-05-01,P-aeruginosa__Ceftazidime__Yorkshire and Humber,13.16
2025-06-01,P-aeruginosa__Ceftazidime__Yorkshire and Humber,13.16
2021-08-01,P-aeruginosa__Ciprofloxacin__East Midlands,8.42
2021-09-01,P-aeruginosa__Ciprofloxacin__East Midlands,8.08
2021-10-01,P-aeruginosa__Ciprofloxacin__East Midlands,5.1
2021-11-01,P-aeruginosa__Ciprofloxacin__East Midlands,4.49
2021-12-01,P-aeruginosa__Ciprofloxacin__East Midlands,4.65
2022-01-01,P-aeruginosa__Ciprofloxacin__East Midlands,6.67
2022-02-01,P-aeruginosa__Ciprofloxacin__East Midlands,6.25
2022-03-01,P-aeruginosa__Ciprofloxacin__East Midlands,5.45
2022-04-01,P-aeruginosa__Ciprofloxacin__East Midlands,3.03
2022-05-01,P-aeruginosa__Ciprofloxacin__East Midlands,6.02
2022-06-01,P-aeruginosa__Ciprofloxacin__East Midlands,6.32
2022-07-01,P-aeruginosa__Ciprofloxacin__East Midlands,7.61
2022-08-01,P-aeruginosa__Ciprofloxacin__East Midlands,4.26
2022-09-01,P-aeruginosa__Ciprofloxacin__East Midlands,6.06
2022-10-01,P-aeruginosa__Ciprofloxacin__East Midlands,6.36
2022-11-01,P-aeruginosa__Ciprofloxacin__East Midlands,8.33
2022-12-01,P-aeruginosa__Ciprofloxacin__East Midlands,6.25
2023-01-01,P-aeruginosa__Ciprofloxacin__East Midlands,5.68
2023-02-01,P-aeruginosa__Ciprofloxacin__East Midlands,3.61
2023-03-01,P-aeruginosa__Ciprofloxacin__East Midlands,6.17
2023-04-01,P-aeruginosa__Ciprofloxacin__East Midlands,7.14
2023-05-01,P-aeruginosa__Ciprofloxacin__East Midlands,10.67
2023-06-01,P-aeruginosa__Ciprofloxacin__East Midlands,7.32
2023-07-01,P-aeruginosa__Ciprofloxacin__East Midlands,6.49
2023-08-01,P-aeruginosa__Ciprofloxacin__East Midlands,3.7
2023-09-01,P-aeruginosa__Ciprofloxacin__East Midlands,6.25
2023-10-01,P-aeruginosa__Ciprofloxacin__East Midlands,6.93
2023-11-01,P-aeruginosa__Ciprofloxacin__East Midlands,9.28
2023-12-01,P-aeruginosa__Ciprofloxacin__East Midlands,10.96
2024-01-01,P-aeruginosa__Ciprofloxacin__East Midlands,6.94
2024-02-01,P-aeruginosa__Ciprofloxacin__East Midlands,6.74
2024-03-01,P-aeruginosa__Ciprofloxacin__East Midlands,4.21
2024-04-01,P-aeruginosa__Ciprofloxacin__East Midlands,9.78
2024-05-01,P-aeruginosa__Ciprofloxacin__East Midlands,9.3
2024-06-01,P-aeruginosa__Ciprofloxacin__East Midlands,8.16
2024-07-01,P-aeruginosa__Ciprofloxacin__East Midlands,5.43
2024-08-01,P-aeruginosa__Ciprofloxacin__East Midlands,5.43
2024-09-01,P-aeruginosa__Ciprofloxacin__East Midlands,6.1
2024-10-01,P-aeruginosa__Ciprofloxacin__East Midlands,6.74
2024-11-01,P-aeruginosa__Ciprofloxacin__East Midlands,7.69
2024-12-01,P-aeruginosa__Ciprofloxacin__East Midlands,11.9
2025-01-01,P-aeruginosa__Ciprofloxacin__East Midlands,11.59
2025-02-01,P-aeruginosa__Ciprofloxacin__East Midlands,10.14
2025-03-01,P-aeruginosa__Ciprofloxacin__East Midlands,7.94
2025-04-01,P-aeruginosa__Ciprofloxacin__East Midlands,8.86
2025-05-01,P-aeruginosa__Ciprofloxacin__East Midlands,10.34
2025-06-01,P-aeruginosa__Ciprofloxacin__East Midlands,8.99
2021-08-01,P-aeruginosa__Ciprofloxacin__East of England,7.05
2021-09-01,P-aeruginosa__Ciprofloxacin__East of England,5.45
2021-10-01,P-aeruginosa__Ciprofloxacin__East of England,4.88
2021-11-01,P-aeruginosa__Ciprofloxacin__East of England,4.41
2021-12-01,P-aeruginosa__Ciprofloxacin__East of England,6.11
2022-01-01,P-aeruginosa__Ciprofloxacin__East of England,7.44
2022-02-01,P-aeruginosa__Ciprofloxacin__East of England,8.26
2022-03-01,P-aeruginosa__Ciprofloxacin__East of England,8.18
2022-04-01,P-aeruginosa__Ciprofloxacin__East of England,9.26
2022-05-01,P-aeruginosa__Ciprofloxacin__East of England,8.55
2022-06-01,P-aeruginosa__Ciprofloxacin__East of England,8.77
2022-07-01,P-aeruginosa__Ciprofloxacin__East of England,6.96
2022-08-01,P-aeruginosa__Ciprofloxacin__East of England,10.34
2022-09-01,P-aeruginosa__Ciprofloxacin__East of England,10.85
2022-10-01,P-aeruginosa__Ciprofloxacin__East of England,8.96
2022-11-01,P-aeruginosa__Ciprofloxacin__East of England,8.33
2022-12-01,P-aeruginosa__Ciprofloxacin__East of England,9.85
2023-01-01,P-aeruginosa__Ciprofloxacin__East of England,11.54
2023-02-01,P-aeruginosa__Ciprofloxacin__East of England,11.02
2023-03-01,P-aeruginosa__Ciprofloxacin__East of England,7.14
2023-04-01,P-aeruginosa__Ciprofloxacin__East of England,7.2
2023-05-01,P-aeruginosa__Ciprofloxacin__East of England,6.98
2023-06-01,P-aeruginosa__Ciprofloxacin__East of England,7.52
2023-07-01,P-aeruginosa__Ciprofloxacin__East of England,6.98
2023-08-01,P-aeruginosa__Ciprofloxacin__East of England,5.56
2023-09-01,P-aeruginosa__Ciprofloxacin__East of England,5.65
2023-10-01,P-aeruginosa__Ciprofloxacin__East of England,7.53
2023-11-01,P-aeruginosa__Ciprofloxacin__East of England,7.75
2023-12-01,P-aeruginosa__Ciprofloxacin__East of England,6.67
2024-01-01,P-aeruginosa__Ciprofloxacin__East of England,4.2
2024-02-01,P-aeruginosa__Ciprofloxacin__East of England,3.97
2024-03-01,P-aeruginosa__Ciprofloxacin__East of England,2.99
2024-04-01,P-aeruginosa__Ciprofloxacin__East of England,4.51
2024-05-01,P-aeruginosa__Ciprofloxacin__East of England,5.79
2024-06-01,P-aeruginosa__Ciprofloxacin__East of England,7.14
2024-07-01,P-aeruginosa__Ciprofloxacin__East of England,8.49
2024-08-01,P-aeruginosa__Ciprofloxacin__East of England,6.31
2024-09-01,P-aeruginosa__Ciprofloxacin__East of England,8.77
2024-10-01,P-aeruginosa__Ciprofloxacin__East of England,5.93
2024-11-01,P-aeruginosa__Ciprofloxacin__East of England,10.79
2024-12-01,P-aeruginosa__Ciprofloxacin__East of England,10.88
2025-01-01,P-aeruginosa__Ciprofloxacin__East of England,13.04
2025-02-01,P-aeruginosa__Ciprofloxacin__East of England,11.9
2025-03-01,P-aeruginosa__Ciprofloxacin__East of England,9.02
2025-04-01,P-aeruginosa__Ciprofloxacin__East of England,8.74
2025-05-01,P-aeruginosa__Ciprofloxacin__East of England,6.12
2025-06-01,P-aeruginosa__Ciprofloxacin__East of England,8.7
2021-08-01,P-aeruginosa__Ciprofloxacin__London,10.19
2021-09-01,P-aeruginosa__Ciprofloxacin__London,8.37
2021-10-01,P-aeruginosa__Ciprofloxacin__London,7.14
2021-11-01,P-aeruginosa__Ciprofloxacin__London,5.46
2021-12-01,P-aeruginosa__Ciprofloxacin__London,7.59
2022-01-01,P-aeruginosa__Ciprofloxacin__London,9.94
2022-02-01,P-aeruginosa__Ciprofloxacin__London,11.19
2022-03-01,P-aeruginosa__Ciprofloxacin__London,10.2
2022-04-01,P-aeruginosa__Ciprofloxacin__London,8.97
2022-05-01,P-aeruginosa__Ciprofloxacin__London,8.12
2022-06-01,P-aeruginosa__Ciprofloxacin__London,8.39
2022-07-01,P-aeruginosa__Ciprofloxacin__London,7.19
2022-08-01,P-aeruginosa__Ciprofloxacin__London,7.82
2022-09-01,P-aeruginosa__Ciprofloxacin__London,6.7
2022-10-01,P-aeruginosa__Ciprofloxacin__London,7.46
2022-11-01,P-aeruginosa__Ciprofloxacin__London,8.37
2022-12-01,P-aeruginosa__Ciprofloxacin__London,7.73
2023-01-01,P-aeruginosa__Ciprofloxacin__London,7.95
2023-02-01,P-aeruginosa__Ciprofloxacin__London,8.02
2023-03-01,P-aeruginosa__Ciprofloxacin__London,9.52
2023-04-01,P-aeruginosa__Ciprofloxacin__London,9.15
2023-05-01,P-aeruginosa__Ciprofloxacin__London,9.8
2023-06-01,P-aeruginosa__Ciprofloxacin__London,8.64
2023-07-01,P-aeruginosa__Ciprofloxacin__London,7.01
2023-08-01,P-aeruginosa__Ciprofloxacin__London,3.07
2023-09-01,P-aeruginosa__Ciprofloxacin__London,2.96
2023-10-01,P-aeruginosa__Ciprofloxacin__London,3.41
2023-11-01,P-aeruginosa__Ciprofloxacin__London,6.71
2023-12-01,P-aeruginosa__Ciprofloxacin__London,6.34
2024-01-01,P-aeruginosa__Ciprofloxacin__London,7.38
2024-02-01,P-aeruginosa__Ciprofloxacin__London,5.34
2024-03-01,P-aeruginosa__Ciprofloxacin__London,5.04
2024-04-01,P-aeruginosa__Ciprofloxacin__London,6.61
2024-05-01,P-aeruginosa__Ciprofloxacin__London,6.72
2024-06-01,P-aeruginosa__Ciprofloxacin__London,7.26
2024-07-01,P-aeruginosa__Ciprofloxacin__London,5.3
2024-08-01,P-aeruginosa__Ciprofloxacin__London,7.14
2024-09-01,P-aeruginosa__Ciprofloxacin__London,8.22
2024-10-01,P-aeruginosa__Ciprofloxacin__London,9.74
2024-11-01,P-aeruginosa__Ciprofloxacin__London,7.79
2024-12-01,P-aeruginosa__Ciprofloxacin__London,10.77
2025-01-01,P-aeruginosa__Ciprofloxacin__London,10.0
2025-02-01,P-aeruginosa__Ciprofloxacin__London,9.52
2025-03-01,P-aeruginosa__Ciprofloxacin__London,5.66
2025-04-01,P-aeruginosa__Ciprofloxacin__London,3.67
2025-05-01,P-aeruginosa__Ciprofloxacin__London,5.17
2025-06-01,P-aeruginosa__Ciprofloxacin__London,2.56
2021-08-01,P-aeruginosa__Ciprofloxacin__North East,12.96
2021-09-01,P-aeruginosa__Ciprofloxacin__North East,15.56
2021-10-01,P-aeruginosa__Ciprofloxacin__North East,18.92
2021-11-01,P-aeruginosa__Ciprofloxacin__North East,17.07
2021-12-01,P-aeruginosa__Ciprofloxacin__North East,13.16
2022-01-01,P-aeruginosa__Ciprofloxacin__North East,10.26
2022-02-01,P-aeruginosa__Ciprofloxacin__North East,7.69
2022-03-01,P-aeruginosa__Ciprofloxacin__North East,9.76
2022-04-01,P-aeruginosa__Ciprofloxacin__North East,12.12
2022-05-01,P-aeruginosa__Ciprofloxacin__North East,8.82
2022-06-01,P-aeruginosa__Ciprofloxacin__North East,3.12
2022-07-01,P-aeruginosa__Ciprofloxacin__North East,2.56
2022-08-01,P-aeruginosa__Ciprofloxacin__North East,2.56
2022-09-01,P-aeruginosa__Ciprofloxacin__North East,4.17
2022-10-01,P-aeruginosa__Ciprofloxacin__North East,2.27
2022-11-01,P-aeruginosa__Ciprofloxacin__North East,2.44
2022-12-01,P-aeruginosa__Ciprofloxacin__North East,0.0
2023-01-01,P-aeruginosa__Ciprofloxacin__North East,0.0
2023-02-01,P-aeruginosa__Ciprofloxacin__North East,0.0
2023-03-01,P-aeruginosa__Ciprofloxacin__North East,2.38
2023-04-01,P-aeruginosa__Ciprofloxacin__North East,2.44
2023-05-01,P-aeruginosa__Ciprofloxacin__North East,4.65
2023-06-01,P-aeruginosa__Ciprofloxacin__North East,2.33
2023-07-01,P-aeruginosa__Ciprofloxacin__North East,4.0
2023-08-01,P-aeruginosa__Ciprofloxacin__North East,3.77
2023-09-01,P-aeruginosa__Ciprofloxacin__North East,4.17
2023-10-01,P-aeruginosa__Ciprofloxacin__North East,2.27
2023-11-01,P-aeruginosa__Ciprofloxacin__North East,0.0
2023-12-01,P-aeruginosa__Ciprofloxacin__North East,0.0
2024-01-01,P-aeruginosa__Ciprofloxacin__North East,0.0
2024-02-01,P-aeruginosa__Ciprofloxacin__North East,6.25
2024-03-01,P-aeruginosa__Ciprofloxacin__North East,5.88
2024-04-01,P-aeruginosa__Ciprofloxacin__North East,8.57
2024-05-01,P-aeruginosa__Ciprofloxacin__North East,2.78
2024-06-01,P-aeruginosa__Ciprofloxacin__North East,2.56
2024-07-01,P-aeruginosa__Ciprofloxacin__North East,2.63
2024-08-01,P-aeruginosa__Ciprofloxacin__North East,2.44
2024-09-01,P-aeruginosa__Ciprofloxacin__North East,2.13
2024-10-01,P-aeruginosa__Ciprofloxacin__North East,0.0
2024-11-01,P-aeruginosa__Ciprofloxacin__North East,1.96
2024-12-01,P-aeruginosa__Ciprofloxacin__North East,6.52
2025-01-01,P-aeruginosa__Ciprofloxacin__North East,9.76
2025-02-01,P-aeruginosa__Ciprofloxacin__North East,9.38
2025-03-01,P-aeruginosa__Ciprofloxacin__North East,9.68
2025-04-01,P-aeruginosa__Ciprofloxacin__North East,6.25
2025-05-01,P-aeruginosa__Ciprofloxacin__North East,6.98
2025-06-01,P-aeruginosa__Ciprofloxacin__North East,2.0
2021-08-01,P-aeruginosa__Ciprofloxacin__North West,6.06
2021-09-01,P-aeruginosa__Ciprofloxacin__North West,5.36
2021-10-01,P-aeruginosa__Ciprofloxacin__North West,8.33
2021-11-01,P-aeruginosa__Ciprofloxacin__North West,8.65
2021-12-01,P-aeruginosa__Ciprofloxacin__North West,10.89
2022-01-01,P-aeruginosa__Ciprofloxacin__North West,7.5
2022-02-01,P-aeruginosa__Ciprofloxacin__North West,7.59
2022-03-01,P-aeruginosa__Ciprofloxacin__North West,10.47
2022-04-01,P-aeruginosa__Ciprofloxacin__North West,7.22
2022-05-01,P-aeruginosa__Ciprofloxacin__North West,5.71
2022-06-01,P-aeruginosa__Ciprofloxacin__North West,5.0
2022-07-01,P-aeruginosa__Ciprofloxacin__North West,7.07
2022-08-01,P-aeruginosa__Ciprofloxacin__North West,11.11
2022-09-01,P-aeruginosa__Ciprofloxacin__North West,7.41
2022-10-01,P-aeruginosa__Ciprofloxacin__North West,10.08
2022-11-01,P-aeruginosa__Ciprofloxacin__North West,8.85
2022-12-01,P-aeruginosa__Ciprofloxacin__North West,8.91
2023-01-01,P-aeruginosa__Ciprofloxacin__North West,5.56
2023-02-01,P-aeruginosa__Ciprofloxacin__North West,3.19
2023-03-01,P-aeruginosa__Ciprofloxacin__North West,3.77
2023-04-01,P-aeruginosa__Ciprofloxacin__North West,2.86
2023-05-01,P-aeruginosa__Ciprofloxacin__North West,7.0
2023-06-01,P-aeruginosa__Ciprofloxacin__North West,6.19
2023-07-01,P-aeruginosa__Ciprofloxacin__North West,5.17
2023-08-01,P-aeruginosa__Ciprofloxacin__North West,5.47
2023-09-01,P-aeruginosa__Ciprofloxacin__North West,5.04
2023-10-01,P-aeruginosa__Ciprofloxacin__North West,7.14
2023-11-01,P-aeruginosa__Ciprofloxacin__North West,6.67
2023-12-01,P-aeruginosa__Ciprofloxacin__North West,9.09
2024-01-01,P-aeruginosa__Ciprofloxacin__North West,9.91
2024-02-01,P-aeruginosa__Ciprofloxacin__North West,8.33
2024-03-01,P-aeruginosa__Ciprofloxacin__North West,9.09
2024-04-01,P-aeruginosa__Ciprofloxacin__North West,10.11
2024-05-01,P-aeruginosa__Ciprofloxacin__North West,9.88
2024-06-01,P-aeruginosa__Ciprofloxacin__North West,8.05
2024-07-01,P-aeruginosa__Ciprofloxacin__North West,9.52
2024-08-01,P-aeruginosa__Ciprofloxacin__North West,8.49
2024-09-01,P-aeruginosa__Ciprofloxacin__North West,9.17
2024-10-01,P-aeruginosa__Ciprofloxacin__North West,7.63
2024-11-01,P-aeruginosa__Ciprofloxacin__North West,9.32
2024-12-01,P-aeruginosa__Ciprofloxacin__North West,8.74
2025-01-01,P-aeruginosa__Ciprofloxacin__North West,7.29
2025-02-01,P-aeruginosa__Ciprofloxacin__North West,7.95
2025-03-01,P-aeruginosa__Ciprofloxacin__North West,8.25
2025-04-01,P-aeruginosa__Ciprofloxacin__North West,8.57
2025-05-01,P-aeruginosa__Ciprofloxacin__North West,8.55
2025-06-01,P-aeruginosa__Ciprofloxacin__North West,7.26
2021-08-01,P-aeruginosa__Ciprofloxacin__South East,3.53
2021-09-01,P-aeruginosa__Ciprofloxacin__South East,3.18
2021-10-01,P-aeruginosa__Ciprofloxacin__South East,3.29
2021-11-01,P-aeruginosa__Ciprofloxacin__South East,4.38
2021-12-01,P-aeruginosa__Ciprofloxacin__South East,3.85
2022-01-01,P-aeruginosa__Ciprofloxacin__South East,3.64
2022-02-01,P-aeruginosa__Ciprofloxacin__South East,4.03
2022-03-01,P-aeruginosa__Ciprofloxacin__South East,4.76
2022-04-01,P-aeruginosa__Ciprofloxacin__South East,5.15
2022-05-01,P-aeruginosa__Ciprofloxacin__South East,5.93
2022-06-01,P-aeruginosa__Ciprofloxacin__South East,6.25
2022-07-01,P-aeruginosa__Ciprofloxacin__South East,8.07
2022-08-01,P-aeruginosa__Ciprofloxacin__South East,7.18
2022-09-01,P-aeruginosa__Ciprofloxacin__South East,7.98
2022-10-01,P-aeruginosa__Ciprofloxacin__South East,7.03
2022-11-01,P-aeruginosa__Ciprofloxacin__South East,6.42
2022-12-01,P-aeruginosa__Ciprofloxacin__South East,6.49
2023-01-01,P-aeruginosa__Ciprofloxacin__South East,6.42
2023-02-01,P-aeruginosa__Ciprofloxacin__South East,6.71
2023-03-01,P-aeruginosa__Ciprofloxacin__South East,6.41
2023-04-01,P-aeruginosa__Ciprofloxacin__South East,6.43
2023-05-01,P-aeruginosa__Ciprofloxacin__South East,7.19
2023-06-01,P-aeruginosa__Ciprofloxacin__South East,7.48
2023-07-01,P-aeruginosa__Ciprofloxacin__South East,6.79
2023-08-01,P-aeruginosa__Ciprofloxacin__South East,5.42
2023-09-01,P-aeruginosa__Ciprofloxacin__South East,6.21
2023-10-01,P-aeruginosa__Ciprofloxacin__South East,6.59
2023-11-01,P-aeruginosa__Ciprofloxacin__South East,8.84
2023-12-01,P-aeruginosa__Ciprofloxacin__South East,7.93
2024-01-01,P-aeruginosa__Ciprofloxacin__South East,7.69
2024-02-01,P-aeruginosa__Ciprofloxacin__South East,5.11
2024-03-01,P-aeruginosa__Ciprofloxacin__South East,5.67
2024-04-01,P-aeruginosa__Ciprofloxacin__South East,6.45
2024-05-01,P-aeruginosa__Ciprofloxacin__South East,7.84
2024-06-01,P-aeruginosa__Ciprofloxacin__South East,7.65
2024-07-01,P-aeruginosa__Ciprofloxacin__South East,7.34
2024-08-01,P-aeruginosa__Ciprofloxacin__South East,7.25
2024-09-01,P-aeruginosa__Ciprofloxacin__South East,6.6
2024-10-01,P-aeruginosa__Ciprofloxacin__South East,5.18
2024-11-01,P-aeruginosa__Ciprofloxacin__South East,4.97
2024-12-01,P-aeruginosa__Ciprofloxacin__South East,4.97
2025-01-01,P-aeruginosa__Ciprofloxacin__South East,7.78
2025-02-01,P-aeruginosa__Ciprofloxacin__South East,6.37
2025-03-01,P-aeruginosa__Ciprofloxacin__South East,6.25
2025-04-01,P-aeruginosa__Ciprofloxacin__South East,6.76
2025-05-01,P-aeruginosa__Ciprofloxacin__South East,7.69
2025-06-01,P-aeruginosa__Ciprofloxacin__South East,8.44
2021-08-01,P-aeruginosa__Ciprofloxacin__South West,2.38
2021-09-01,P-aeruginosa__Ciprofloxacin__South West,2.3
2021-10-01,P-aeruginosa__Ciprofloxacin__South West,3.3
2021-11-01,P-aeruginosa__Ciprofloxacin__South West,2.38
2021-12-01,P-aeruginosa__Ciprofloxacin__South West,2.47
2022-01-01,P-aeruginosa__Ciprofloxacin__South West,4.17
2022-02-01,P-aeruginosa__Ciprofloxacin__South West,6.25
2022-03-01,P-aeruginosa__Ciprofloxacin__South West,5.63
2022-04-01,P-aeruginosa__Ciprofloxacin__South West,4.92
2022-05-01,P-aeruginosa__Ciprofloxacin__South West,6.15
2022-06-01,P-aeruginosa__Ciprofloxacin__South West,4.84
2022-07-01,P-aeruginosa__Ciprofloxacin__South West,2.53
2022-08-01,P-aeruginosa__Ciprofloxacin__South West,1.14
2022-09-01,P-aeruginosa__Ciprofloxacin__South West,3.26
2022-10-01,P-aeruginosa__Ciprofloxacin__South West,6.52
2022-11-01,P-aeruginosa__Ciprofloxacin__South West,8.24
2022-12-01,P-aeruginosa__Ciprofloxacin__South West,8.54
2023-01-01,P-aeruginosa__Ciprofloxacin__South West,5.56
2023-02-01,P-aeruginosa__Ciprofloxacin__South West,3.03
2023-03-01,P-aeruginosa__Ciprofloxacin__South West,1.56
2023-04-01,P-aeruginosa__Ciprofloxacin__South West,4.48
2023-05-01,P-aeruginosa__Ciprofloxacin__South West,4.71
2023-06-01,P-aeruginosa__Ciprofloxacin__South West,5.62
2023-07-01,P-aeruginosa__Ciprofloxacin__South West,3.03
2023-08-01,P-aeruginosa__Ciprofloxacin__South West,4.44
2023-09-01,P-aeruginosa__Ciprofloxacin__South West,5.68
2023-10-01,P-aeruginosa__Ciprofloxacin__South West,12.5
2023-11-01,P-aeruginosa__Ciprofloxacin__South West,12.79
2023-12-01,P-aeruginosa__Ciprofloxacin__South West,10.59
2024-01-01,P-aeruginosa__Ciprofloxacin__South West,6.67
2024-02-01,P-aeruginosa__Ciprofloxacin__South West,7.46
2024-03-01,P-aeruginosa__Ciprofloxacin__South West,7.46
2024-04-01,P-aeruginosa__Ciprofloxacin__South West,9.59
2024-05-01,P-aeruginosa__Ciprofloxacin__South West,8.43
2024-06-01,P-aeruginosa__Ciprofloxacin__South West,7.89
2024-07-01,P-aeruginosa__Ciprofloxacin__South West,2.94
2024-08-01,P-aeruginosa__Ciprofloxacin__South West,4.29
2024-09-01,P-aeruginosa__Ciprofloxacin__South West,8.54
2024-10-01,P-aeruginosa__Ciprofloxacin__South West,7.95
2024-11-01,P-aeruginosa__Ciprofloxacin__South West,5.13
2024-12-01,P-aeruginosa__Ciprofloxacin__South West,5.63
2025-01-01,P-aeruginosa__Ciprofloxacin__South West,7.04
2025-02-01,P-aeruginosa__Ciprofloxacin__South West,12.12
2025-03-01,P-aeruginosa__Ciprofloxacin__South West,8.2
2025-04-01,P-aeruginosa__Ciprofloxacin__South West,8.11
2025-05-01,P-aeruginosa__Ciprofloxacin__South West,3.49
2025-06-01,P-aeruginosa__Ciprofloxacin__South West,4.44
2021-08-01,P-aeruginosa__Ciprofloxacin__West Midlands,5.3
2021-09-01,P-aeruginosa__Ciprofloxacin__West Midlands,4.32
2021-10-01,P-aeruginosa__Ciprofloxacin__West Midlands,5.19
2021-11-01,P-aeruginosa__Ciprofloxacin__West Midlands,5.08
2021-12-01,P-aeruginosa__Ciprofloxacin__West Midlands,7.08
2022-01-01,P-aeruginosa__Ciprofloxacin__West Midlands,5.5
2022-02-01,P-aeruginosa__Ciprofloxacin__West Midlands,9.17
2022-03-01,P-aeruginosa__Ciprofloxacin__West Midlands,9.0
2022-04-01,P-aeruginosa__Ciprofloxacin__West Midlands,10.48
2022-05-01,P-aeruginosa__Ciprofloxacin__West Midlands,8.7
2022-06-01,P-aeruginosa__Ciprofloxacin__West Midlands,6.52
2022-07-01,P-aeruginosa__Ciprofloxacin__West Midlands,5.95
2022-08-01,P-aeruginosa__Ciprofloxacin__West Midlands,5.71
2022-09-01,P-aeruginosa__Ciprofloxacin__West Midlands,6.67
2022-10-01,P-aeruginosa__Ciprofloxacin__West Midlands,4.69
2022-11-01,P-aeruginosa__Ciprofloxacin__West Midlands,3.15
2022-12-01,P-aeruginosa__Ciprofloxacin__West Midlands,4.46
2023-01-01,P-aeruginosa__Ciprofloxacin__West Midlands,7.21
2023-02-01,P-aeruginosa__Ciprofloxacin__West Midlands,8.25
2023-03-01,P-aeruginosa__Ciprofloxacin__West Midlands,8.08
2023-04-01,P-aeruginosa__Ciprofloxacin__West Midlands,10.11
2023-05-01,P-aeruginosa__Ciprofloxacin__West Midlands,13.33
