,geography,stratum,date,organism,resistance_pct,series_id,model_region,prescribing_rate
4287,West Midlands,Piperacillin with tazobactam,2023-07-01,P-aeruginosa,13.46,P-aeruginosa__Piperacillin with tazobactam__West Midlands,Midlands,1.71
4288,East Midlands,Macrolides,2023-07-01,S-pneumoniae,3.51,S-pneumoniae__Macrolides__East Midlands,Midlands,1.71
4289,West Midlands,Macrolides,2023-07-01,S-pneumoniae,2.13,S-pneumoniae__Macrolides__West Midlands,Midlands,1.71
4290,East Midlands,Penicillin,2023-07-01,S-pneumoniae,1.85,S-pneumoniae__Penicillin__East Midlands,Midlands,1.71
4291,West Midlands,Penicillin,2023-07-01,S-pneumoniae,0.0,S-pneumoniae__Penicillin__West Midlands,Midlands,1.71
4292,East Midlands,Glycopeptides,2023-07-01,e-faecalis,1.14,e-faecalis__Glycopeptides__East Midlands,Midlands,1.71
4293,West Midlands,Glycopeptides,2023-07-01,e-faecalis,0.98,e-faecalis__Glycopeptides__West Midlands,Midlands,1.71
4294,East Midlands,Glycopeptides,2023-07-01,e-faecium,11.58,e-faecium__Glycopeptides__East Midlands,Midlands,1.71
4295,West Midlands,Glycopeptides,2023-07-01,e-faecium,19.27,e-faecium__Glycopeptides__West Midlands,Midlands,1.71
4296,East Midlands,Amikacin,2023-08-01,E-coli,3.45,E-coli__Amikacin__East Midlands,Midlands,1.72
4297,West Midlands,Amikacin,2023-08-01,E-coli,5.29,E-coli__Amikacin__West Midlands,Midlands,1.72
4298,East Midlands,Carbapenems,2023-08-01,E-coli,0.12,E-coli__Carbapenems__East Midlands,Midlands,1.72
4299,West Midlands,Carbapenems,2023-08-01,E-coli,0.18,E-coli__Carbapenems__West Midlands,Midlands,1.72
4300,East Midlands,Ciprofloxacin,2023-08-01,E-coli,15.56,E-coli__Ciprofloxacin__East Midlands,Midlands,1.72
4301,West Midlands,Ciprofloxacin,2023-08-01,E-coli,21.46,E-coli__Ciprofloxacin__West Midlands,Midlands,1.72
4302,East Midlands,Co-amoxiclav,2023-08-01,E-coli,39.28,E-coli__Co-amoxiclav__East Midlands,Midlands,1.72
4303,West Midlands,Co-amoxiclav,2023-08-01,E-coli,45.72,E-coli__Co-amoxiclav__West Midlands,Midlands,1.72
4304,East Midlands,Gentamicin,2023-08-01,E-coli,8.88,E-coli__Gentamicin__East Midlands,Midlands,1.72
4305,West Midlands,Gentamicin,2023-08-01,E-coli,11.99,E-coli__Gentamicin__West Midlands,Midlands,1.72
4306,East Midlands,Piperacillin with tazobactam,2023-08-01,E-coli,12.29,E-coli__Piperacillin with tazobactam__East Midlands,Midlands,1.72
4307,West Midlands,Piperacillin with tazobactam,2023-08-01,E-coli,14.44,E-coli__Piperacillin with tazobactam__West Midlands,Midlands,1.72
4308,East Midlands,Third Generation Cephalosporins,2023-08-01,E-coli,13.22,E-coli__Third Generation Cephalosporins__East Midlands,Midlands,1.72
4309,West Midlands,Third Generation Cephalosporins,2023-08-01,E-coli,14.09,E-coli__Third Generation Cephalosporins__West Midlands,Midlands,1.72
4310,East Midlands,Amikacin,2023-08-01,K-pneumoniae,1.61,K-pneumoniae__Amikacin__East Midlands,Midlands,1.72
4311,West Midlands,Amikacin,2023-08-01,K-pneumoniae,1.74,K-pneumoniae__Amikacin__West Midlands,Midlands,1.72
4312,East Midlands,Carbapenems,2023-08-01,K-pneumoniae,0.0,K-pneumoniae__Carbapenems__East Midlands,Midlands,1.72
4313,West Midlands,Carbapenems,2023-08-01,K-pneumoniae,1.24,K-pneumoniae__Carbapenems__West Midlands,Midlands,1.72
4314,East Midlands,Ciprofloxacin,2023-08-01,K-pneumoniae,8.5,K-pneumoniae__Ciprofloxacin__East Midlands,Midlands,1.72
4315,West Midlands,Ciprofloxacin,2023-08-01,K-pneumoniae,13.98,K-pneumoniae__Ciprofloxacin__West Midlands,Midlands,1.72
4316,East Midlands,Co-amoxiclav,2023-08-01,K-pneumoniae,21.74,K-pneumoniae__Co-amoxiclav__East Midlands,Midlands,1.72
4317,West Midlands,Co-amoxiclav,2023-08-01,K-pneumoniae,27.43,K-pneumoniae__Co-amoxiclav__West Midlands,Midlands,1.72
4318,East Midlands,Gentamicin,2023-08-01,K-pneumoniae,4.55,K-pneumoniae__Gentamicin__East Midlands,Midlands,1.72
4319,West Midlands,Gentamicin,2023-08-01,K-pneumoniae,8.09,K-pneumoniae__Gentamicin__West Midlands,Midlands,1.72
4320,East Midlands,Piperacillin with tazobactam,2023-08-01,K-pneumoniae,19.38,K-pneumoniae__Piperacillin with tazobactam__East Midlands,Midlands,1.72
4321,West Midlands,Piperacillin with tazobactam,2023-08-01,K-pneumoniae,21.12,K-pneumoniae__Piperacillin with tazobactam__West Midlands,Midlands,1.72
4322,East Midlands,Third Generation Cephalosporins,2023-08-01,K-pneumoniae,10.12,K-pneumoniae__Third Generation Cephalosporins__East Midlands,Midlands,1.72
4323,West Midlands,Third Generation Cephalosporins,2023-08-01,K-pneumoniae,12.81,K-pneumoniae__Third Generation Cephalosporins__West Midlands,Midlands,1.72
4324,East Midlands,Amikacin,2023-08-01,P-aeruginosa,1.69,P-aeruginosa__Amikacin__East Midlands,Midlands,1.72
4325,West Midlands,Amikacin,2023-08-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__West Midlands,Midlands,1.72
4326,East Midlands,Carbapenems,2023-08-01,P-aeruginosa,3.53,P-aeruginosa__Carbapenems__East Midlands,Midlands,1.72
4327,West Midlands,Carbapenems,2023-08-01,P-aeruginosa,9.02,P-aeruginosa__Carbapenems__West Midlands,Midlands,1.72
4328,East Midlands,Ceftazidime,2023-08-01,P-aeruginosa,4.88,P-aeruginosa__Ceftazidime__East Midlands,Midlands,1.72
4329,West Midlands,Ceftazidime,2023-08-01,P-aeruginosa,10.92,P-aeruginosa__Ceftazidime__West Midlands,Midlands,1.72
4330,East Midlands,Ciprofloxacin,2023-08-01,P-aeruginosa,3.7,P-aeruginosa__Ciprofloxacin__East Midlands,Midlands,1.72
4331,West Midlands,Ciprofloxacin,2023-08-01,P-aeruginosa,8.7,P-aeruginosa__Ciprofloxacin__West Midlands,Midlands,1.72
4332,East Midlands,Piperacillin with tazobactam,2023-08-01,P-aeruginosa,5.19,P-aeruginosa__Piperacillin with tazobactam__East Midlands,Midlands,1.72
4333,West Midlands,Piperacillin with tazobactam,2023-08-01,P-aeruginosa,12.71,P-aeruginosa__Piperacillin with tazobactam__West Midlands,Midlands,1.72
4334,East Midlands,Macrolides,2023-08-01,S-pneumoniae,3.57,S-pneumoniae__Macrolides__East Midlands,Midlands,1.72
4335,West Midlands,Macrolides,2023-08-01,S-pneumoniae,1.33,S-pneumoniae__Macrolides__West Midlands,Midlands,1.72
4336,East Midlands,Penicillin,2023-08-01,S-pneumoniae,1.85,S-pneumoniae__Penicillin__East Midlands,Midlands,1.72
4337,West Midlands,Penicillin,2023-08-01,S-pneumoniae,0.0,S-pneumoniae__Penicillin__West Midlands,Midlands,1.72
4338,East Midlands,Glycopeptides,2023-08-01,e-faecalis,2.17,e-faecalis__Glycopeptides__East Midlands,Midlands,1.72
4339,West Midlands,Glycopeptides,2023-08-01,e-faecalis,1.69,e-faecalis__Glycopeptides__West Midlands,Midlands,1.72
4340,East Midlands,Glycopeptides,2023-08-01,e-faecium,12.9,e-faecium__Glycopeptides__East Midlands,Midlands,1.72
4341,West Midlands,Glycopeptides,2023-08-01,e-faecium,16.5,e-faecium__Glycopeptides__West Midlands,Midlands,1.72
4342,East Midlands,Amikacin,2023-09-01,E-coli,2.85,E-coli__Amikacin__East Midlands,Midlands,1.72
4343,West Midlands,Amikacin,2023-09-01,E-coli,4.95,E-coli__Amikacin__West Midlands,Midlands,1.72
4344,East Midlands,Carbapenems,2023-09-01,E-coli,0.11,E-coli__Carbapenems__East Midlands,Midlands,1.72
4345,West Midlands,Carbapenems,2023-09-01,E-coli,0.18,E-coli__Carbapenems__West Midlands,Midlands,1.72
4346,East Midlands,Ciprofloxacin,2023-09-01,E-coli,15.75,E-coli__Ciprofloxacin__East Midlands,Midlands,1.72
4347,West Midlands,Ciprofloxacin,2023-09-01,E-coli,21.09,E-coli__Ciprofloxacin__West Midlands,Midlands,1.72
4348,East Midlands,Co-amoxiclav,2023-09-01,E-coli,38.65,E-coli__Co-amoxiclav__East Midlands,Midlands,1.72
4349,West Midlands,Co-amoxiclav,2023-09-01,E-coli,45.5,E-coli__Co-amoxiclav__West Midlands,Midlands,1.72
4350,East Midlands,Gentamicin,2023-09-01,E-coli,8.92,E-coli__Gentamicin__East Midlands,Midlands,1.72
4351,West Midlands,Gentamicin,2023-09-01,E-coli,11.14,E-coli__Gentamicin__West Midlands,Midlands,1.72
4352,East Midlands,Piperacillin with tazobactam,2023-09-01,E-coli,12.33,E-coli__Piperacillin with tazobactam__East Midlands,Midlands,1.72
4353,West Midlands,Piperacillin with tazobactam,2023-09-01,E-coli,13.84,E-coli__Piperacillin with tazobactam__West Midlands,Midlands,1.72
4354,East Midlands,Third Generation Cephalosporins,2023-09-01,E-coli,13.66,E-coli__Third Generation Cephalosporins__East Midlands,Midlands,1.72
4355,West Midlands,Third Generation Cephalosporins,2023-09-01,E-coli,14.58,E-coli__Third Generation Cephalosporins__West Midlands,Midlands,1.72
4356,East Midlands,Amikacin,2023-09-01,K-pneumoniae,0.75,K-pneumoniae__Amikacin__East Midlands,Midlands,1.72
4357,West Midlands,Amikacin,2023-09-01,K-pneumoniae,0.91,K-pneumoniae__Amikacin__West Midlands,Midlands,1.72
4358,East Midlands,Carbapenems,2023-09-01,K-pneumoniae,0.54,K-pneumoniae__Carbapenems__East Midlands,Midlands,1.72
4359,West Midlands,Carbapenems,2023-09-01,K-pneumoniae,2.17,K-pneumoniae__Carbapenems__West Midlands,Midlands,1.72
4360,East Midlands,Ciprofloxacin,2023-09-01,K-pneumoniae,12.64,K-pneumoniae__Ciprofloxacin__East Midlands,Midlands,1.72
4361,West Midlands,Ciprofloxacin,2023-09-01,K-pneumoniae,14.86,K-pneumoniae__Ciprofloxacin__West Midlands,Midlands,1.72
4362,East Midlands,Co-amoxiclav,2023-09-01,K-pneumoniae,25.82,K-pneumoniae__Co-amoxiclav__East Midlands,Midlands,1.72
4363,West Midlands,Co-amoxiclav,2023-09-01,K-pneumoniae,29.11,K-pneumoniae__Co-amoxiclav__West Midlands,Midlands,1.72
4364,East Midlands,Gentamicin,2023-09-01,K-pneumoniae,4.71,K-pneumoniae__Gentamicin__East Midlands,Midlands,1.72
4365,West Midlands,Gentamicin,2023-09-01,K-pneumoniae,9.09,K-pneumoniae__Gentamicin__West Midlands,Midlands,1.72
4366,East Midlands,Piperacillin with tazobactam,2023-09-01,K-pneumoniae,22.03,K-pneumoniae__Piperacillin with tazobactam__East Midlands,Midlands,1.72
4367,West Midlands,Piperacillin with tazobactam,2023-09-01,K-pneumoniae,23.32,K-pneumoniae__Piperacillin with tazobactam__West Midlands,Midlands,1.72
4368,East Midlands,Third Generation Cephalosporins,2023-09-01,K-pneumoniae,11.76,K-pneumoniae__Third Generation Cephalosporins__East Midlands,Midlands,1.72
4369,West Midlands,Third Generation Cephalosporins,2023-09-01,K-pneumoniae,14.72,K-pneumoniae__Third Generation Cephalosporins__West Midlands,Midlands,1.72
4370,East Midlands,Amikacin,2023-09-01,P-aeruginosa,2.94,P-aeruginosa__Amikacin__East Midlands,Midlands,1.72
4371,West Midlands,Amikacin,2023-09-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__West Midlands,Midlands,1.72
4372,East Midlands,Carbapenems,2023-09-01,P-aeruginosa,2.86,P-aeruginosa__Carbapenems__East Midlands,Midlands,1.72
4373,West Midlands,Carbapenems,2023-09-01,P-aeruginosa,3.67,P-aeruginosa__Carbapenems__West Midlands,Midlands,1.72
4374,East Midlands,Ceftazidime,2023-09-01,P-aeruginosa,4.95,P-aeruginosa__Ceftazidime__East Midlands,Midlands,1.72
4375,West Midlands,Ceftazidime,2023-09-01,P-aeruginosa,8.33,P-aeruginosa__Ceftazidime__West Midlands,Midlands,1.72
4376,East Midlands,Ciprofloxacin,2023-09-01,P-aeruginosa,6.25,P-aeruginosa__Ciprofloxacin__East Midlands,Midlands,1.72
4377,West Midlands,Ciprofloxacin,2023-09-01,P-aeruginosa,4.81,P-aeruginosa__Ciprofloxacin__West Midlands,Midlands,1.72
4378,East Midlands,Piperacillin with tazobactam,2023-09-01,P-aeruginosa,5.05,P-aeruginosa__Piperacillin with tazobactam__East Midlands,Midlands,1.72
4379,West Midlands,Piperacillin with tazobactam,2023-09-01,P-aeruginosa,6.48,P-aeruginosa__Piperacillin with tazobactam__West Midlands,Midlands,1.72
4380,East Midlands,Macrolides,2023-09-01,S-pneumoniae,6.52,S-pneumoniae__Macrolides__East Midlands,Midlands,1.72
4381,West Midlands,Macrolides,2023-09-01,S-pneumoniae,0.0,S-pneumoniae__Macrolides__West Midlands,Midlands,1.72
4382,East Midlands,Penicillin,2023-09-01,S-pneumoniae,0.0,S-pneumoniae__Penicillin__East Midlands,Midlands,1.72
4383,West Midlands,Penicillin,2023-09-01,S-pneumoniae,0.0,S-pneumoniae__Penicillin__West Midlands,Midlands,1.72
4384,East Midlands,Glycopeptides,2023-09-01,e-faecalis,3.53,e-faecalis__Glycopeptides__East Midlands,Midlands,1.72
4385,West Midlands,Glycopeptides,2023-09-01,e-faecalis,1.61,e-faecalis__Glycopeptides__West Midlands,Midlands,1.72
4386,East Midlands,Glycopeptides,2023-09-01,e-faecium,13.54,e-faecium__Glycopeptides__East Midlands,Midlands,1.72
4387,West Midlands,Glycopeptides,2023-09-01,e-faecium,17.78,e-faecium__Glycopeptides__West Midlands,Midlands,1.72
4388,East Midlands,Amikacin,2023-10-01,E-coli,3.04,E-coli__Amikacin__East Midlands,Midlands,1.72
4389,West Midlands,Amikacin,2023-10-01,E-coli,4.27,E-coli__Amikacin__West Midlands,Midlands,1.72
4390,East Midlands,Carbapenems,2023-10-01,E-coli,0.0,E-coli__Carbapenems__East Midlands,Midlands,1.72
4391,West Midlands,Carbapenems,2023-10-01,E-coli,0.09,E-coli__Carbapenems__West Midlands,Midlands,1.72
4392,East Midlands,Ciprofloxacin,2023-10-01,E-coli,16.13,E-coli__Ciprofloxacin__East Midlands,Midlands,1.72
4393,West Midlands,Ciprofloxacin,2023-10-01,E-coli,22.33,E-coli__Ciprofloxacin__West Midlands,Midlands,1.72
4394,East Midlands,Co-amoxiclav,2023-10-01,E-coli,40.98,E-coli__Co-amoxiclav__East Midlands,Midlands,1.72
4395,West Midlands,Co-amoxiclav,2023-10-01,E-coli,46.67,E-coli__Co-amoxiclav__West Midlands,Midlands,1.72
4396,East Midlands,Gentamicin,2023-10-01,E-coli,8.96,E-coli__Gentamicin__East Midlands,Midlands,1.72
4397,West Midlands,Gentamicin,2023-10-01,E-coli,11.57,E-coli__Gentamicin__West Midlands,Midlands,1.72
4398,East Midlands,Piperacillin with tazobactam,2023-10-01,E-coli,12.17,E-coli__Piperacillin with tazobactam__East Midlands,Midlands,1.72
4399,West Midlands,Piperacillin with tazobactam,2023-10-01,E-coli,14.2,E-coli__Piperacillin with tazobactam__West Midlands,Midlands,1.72
4400,East Midlands,Third Generation Cephalosporins,2023-10-01,E-coli,12.71,E-coli__Third Generation Cephalosporins__East Midlands,Midlands,1.72
4401,West Midlands,Third Generation Cephalosporins,2023-10-01,E-coli,14.79,E-coli__Third Generation Cephalosporins__West Midlands,Midlands,1.72
4402,East Midlands,Amikacin,2023-10-01,K-pneumoniae,0.0,K-pneumoniae__Amikacin__East Midlands,Midlands,1.72
4403,West Midlands,Amikacin,2023-10-01,K-pneumoniae,0.44,K-pneumoniae__Amikacin__West Midlands,Midlands,1.72
4404,East Midlands,Carbapenems,2023-10-01,K-pneumoniae,0.49,K-pneumoniae__Carbapenems__East Midlands,Midlands,1.72
4405,West Midlands,Carbapenems,2023-10-01,K-pneumoniae,1.24,K-pneumoniae__Carbapenems__West Midlands,Midlands,1.72
4406,East Midlands,Ciprofloxacin,2023-10-01,K-pneumoniae,12.89,K-pneumoniae__Ciprofloxacin__East Midlands,Midlands,1.72
4407,West Midlands,Ciprofloxacin,2023-10-01,K-pneumoniae,12.93,K-pneumoniae__Ciprofloxacin__West Midlands,Midlands,1.72
4408,East Midlands,Co-amoxiclav,2023-10-01,K-pneumoniae,26.9,K-pneumoniae__Co-amoxiclav__East Midlands,Midlands,1.72
4409,West Midlands,Co-amoxiclav,2023-10-01,K-pneumoniae,30.7,K-pneumoniae__Co-amoxiclav__West Midlands,Midlands,1.72
4410,East Midlands,Gentamicin,2023-10-01,K-pneumoniae,4.74,K-pneumoniae__Gentamicin__East Midlands,Midlands,1.72
4411,West Midlands,Gentamicin,2023-10-01,K-pneumoniae,8.55,K-pneumoniae__Gentamicin__West Midlands,Midlands,1.72
4412,East Midlands,Piperacillin with tazobactam,2023-10-01,K-pneumoniae,20.31,K-pneumoniae__Piperacillin with tazobactam__East Midlands,Midlands,1.72
4413,West Midlands,Piperacillin with tazobactam,2023-10-01,K-pneumoniae,22.22,K-pneumoniae__Piperacillin with tazobactam__West Midlands,Midlands,1.72
4414,East Midlands,Third Generation Cephalosporins,2023-10-01,K-pneumoniae,16.67,K-pneumoniae__Third Generation Cephalosporins__East Midlands,Midlands,1.72
4415,West Midlands,Third Generation Cephalosporins,2023-10-01,K-pneumoniae,16.46,K-pneumoniae__Third Generation Cephalosporins__West Midlands,Midlands,1.72
4416,East Midlands,Amikacin,2023-10-01,P-aeruginosa,1.32,P-aeruginosa__Amikacin__East Midlands,Midlands,1.72
4417,West Midlands,Amikacin,2023-10-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__West Midlands,Midlands,1.72
4418,East Midlands,Carbapenems,2023-10-01,P-aeruginosa,5.61,P-aeruginosa__Carbapenems__East Midlands,Midlands,1.72
4419,West Midlands,Carbapenems,2023-10-01,P-aeruginosa,2.78,P-aeruginosa__Carbapenems__West Midlands,Midlands,1.72
4420,East Midlands,Ceftazidime,2023-10-01,P-aeruginosa,5.83,P-aeruginosa__Ceftazidime__East Midlands,Midlands,1.72
4421,West Midlands,Ceftazidime,2023-10-01,P-aeruginosa,8.57,P-aeruginosa__Ceftazidime__West Midlands,Midlands,1.72
4422,East Midlands,Ciprofloxacin,2023-10-01,P-aeruginosa,6.93,P-aeruginosa__Ciprofloxacin__East Midlands,Midlands,1.72
4423,West Midlands,Ciprofloxacin,2023-10-01,P-aeruginosa,3.85,P-aeruginosa__Ciprofloxacin__West Midlands,Midlands,1.72
4424,East Midlands,Piperacillin with tazobactam,2023-10-01,P-aeruginosa,3.96,P-aeruginosa__Piperacillin with tazobactam__East Midlands,Midlands,1.72
4425,West Midlands,Piperacillin with tazobactam,2023-10-01,P-aeruginosa,5.61,P-aeruginosa__Piperacillin with tazobactam__West Midlands,Midlands,1.72
4426,East Midlands,Macrolides,2023-10-01,S-pneumoniae,7.69,S-pneumoniae__Macrolides__East Midlands,Midlands,1.72
4427,West Midlands,Macrolides,2023-10-01,S-pneumoniae,0.0,S-pneumoniae__Macrolides__West Midlands,Midlands,1.72
4428,East Midlands,Penicillin,2023-10-01,S-pneumoniae,0.0,S-pneumoniae__Penicillin__East Midlands,Midlands,1.72
4429,West Midlands,Penicillin,2023-10-01,S-pneumoniae,0.0,S-pneumoniae__Penicillin__West Midlands,Midlands,1.72
4430,East Midlands,Glycopeptides,2023-10-01,e-faecalis,3.61,e-faecalis__Glycopeptides__East Midlands,Midlands,1.72
4431,West Midlands,Glycopeptides,2023-10-01,e-faecalis,0.88,e-faecalis__Glycopeptides__West Midlands,Midlands,1.72
4432,East Midlands,Glycopeptides,2023-10-01,e-faecium,12.5,e-faecium__Glycopeptides__East Midlands,Midlands,1.72
4433,West Midlands,Glycopeptides,2023-10-01,e-faecium,19.59,e-faecium__Glycopeptides__West Midlands,Midlands,1.72
4434,East Midlands,Amikacin,2023-11-01,E-coli,3.71,E-coli__Amikacin__East Midlands,Midlands,1.72
4435,West Midlands,Amikacin,2023-11-01,E-coli,3.86,E-coli__Amikacin__West Midlands,Midlands,1.72
4436,East Midlands,Carbapenems,2023-11-01,E-coli,0.11,E-coli__Carbapenems__East Midlands,Midlands,1.72
4437,West Midlands,Carbapenems,2023-11-01,E-coli,0.18,E-coli__Carbapenems__West Midlands,Midlands,1.72
4438,East Midlands,Ciprofloxacin,2023-11-01,E-coli,17.81,E-coli__Ciprofloxacin__East Midlands,Midlands,1.72
4439,West Midlands,Ciprofloxacin,2023-11-01,E-coli,20.54,E-coli__Ciprofloxacin__West Midlands,Midlands,1.72
4440,East Midlands,Co-amoxiclav,2023-11-01,E-coli,43.94,E-coli__Co-amoxiclav__East Midlands,Midlands,1.72
4441,West Midlands,Co-amoxiclav,2023-11-01,E-coli,46.88,E-coli__Co-amoxiclav__West Midlands,Midlands,1.72
4442,East Midlands,Gentamicin,2023-11-01,E-coli,9.69,E-coli__Gentamicin__East Midlands,Midlands,1.72
4443,West Midlands,Gentamicin,2023-11-01,E-coli,11.9,E-coli__Gentamicin__West Midlands,Midlands,1.72
4444,East Midlands,Piperacillin with tazobactam,2023-11-01,E-coli,12.09,E-coli__Piperacillin with tazobactam__East Midlands,Midlands,1.72
4445,West Midlands,Piperacillin with tazobactam,2023-11-01,E-coli,14.73,E-coli__Piperacillin with tazobactam__West Midlands,Midlands,1.72
4446,East Midlands,Third Generation Cephalosporins,2023-11-01,E-coli,14.16,E-coli__Third Generation Cephalosporins__East Midlands,Midlands,1.72
4447,West Midlands,Third Generation Cephalosporins,2023-11-01,E-coli,14.95,E-coli__Third Generation Cephalosporins__West Midlands,Midlands,1.72
4448,East Midlands,Amikacin,2023-11-01,K-pneumoniae,0.0,K-pneumoniae__Amikacin__East Midlands,Midlands,1.72
4449,West Midlands,Amikacin,2023-11-01,K-pneumoniae,0.0,K-pneumoniae__Amikacin__West Midlands,Midlands,1.72
4450,East Midlands,Carbapenems,2023-11-01,K-pneumoniae,0.48,K-pneumoniae__Carbapenems__East Midlands,Midlands,1.72
4451,West Midlands,Carbapenems,2023-11-01,K-pneumoniae,0.82,K-pneumoniae__Carbapenems__West Midlands,Midlands,1.72
4452,East Midlands,Ciprofloxacin,2023-11-01,K-pneumoniae,15.76,K-pneumoniae__Ciprofloxacin__East Midlands,Midlands,1.72
4453,West Midlands,Ciprofloxacin,2023-11-01,K-pneumoniae,14.89,K-pneumoniae__Ciprofloxacin__West Midlands,Midlands,1.72
4454,East Midlands,Co-amoxiclav,2023-11-01,K-pneumoniae,31.22,K-pneumoniae__Co-amoxiclav__East Midlands,Midlands,1.72
4455,West Midlands,Co-amoxiclav,2023-11-01,K-pneumoniae,34.35,K-pneumoniae__Co-amoxiclav__West Midlands,Midlands,1.72
4456,East Midlands,Gentamicin,2023-11-01,K-pneumoniae,6.19,K-pneumoniae__Gentamicin__East Midlands,Midlands,1.72
4457,West Midlands,Gentamicin,2023-11-01,K-pneumoniae,9.48,K-pneumoniae__Gentamicin__West Midlands,Midlands,1.72
4458,East Midlands,Piperacillin with tazobactam,2023-11-01,K-pneumoniae,20.0,K-pneumoniae__Piperacillin with tazobactam__East Midlands,Midlands,1.72
4459,West Midlands,Piperacillin with tazobactam,2023-11-01,K-pneumoniae,24.79,K-pneumoniae__Piperacillin with tazobactam__West Midlands,Midlands,1.72
4460,East Midlands,Third Generation Cephalosporins,2023-11-01,K-pneumoniae,19.14,K-pneumoniae__Third Generation Cephalosporins__East Midlands,Midlands,1.72
4461,West Midlands,Third Generation Cephalosporins,2023-11-01,K-pneumoniae,18.44,K-pneumoniae__Third Generation Cephalosporins__West Midlands,Midlands,1.72
4462,East Midlands,Amikacin,2023-11-01,P-aeruginosa,1.41,P-aeruginosa__Amikacin__East Midlands,Midlands,1.72
4463,West Midlands,Amikacin,2023-11-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__West Midlands,Midlands,1.72
4464,East Midlands,Carbapenems,2023-11-01,P-aeruginosa,6.12,P-aeruginosa__Carbapenems__East Midlands,Midlands,1.72
4465,West Midlands,Carbapenems,2023-11-01,P-aeruginosa,3.74,P-aeruginosa__Carbapenems__West Midlands,Midlands,1.72
4466,East Midlands,Ceftazidime,2023-11-01,P-aeruginosa,5.05,P-aeruginosa__Ceftazidime__East Midlands,Midlands,1.72
4467,West Midlands,Ceftazidime,2023-11-01,P-aeruginosa,8.82,P-aeruginosa__Ceftazidime__West Midlands,Midlands,1.72
4468,East Midlands,Ciprofloxacin,2023-11-01,P-aeruginosa,9.28,P-aeruginosa__Ciprofloxacin__East Midlands,Midlands,1.72
4469,West Midlands,Ciprofloxacin,2023-11-01,P-aeruginosa,5.77,P-aeruginosa__Ciprofloxacin__West Midlands,Midlands,1.72
4470,East Midlands,Piperacillin with tazobactam,2023-11-01,P-aeruginosa,2.13,P-aeruginosa__Piperacillin with tazobactam__East Midlands,Midlands,1.72
4471,West Midlands,Piperacillin with tazobactam,2023-11-01,P-aeruginosa,7.62,P-aeruginosa__Piperacillin with tazobactam__West Midlands,Midlands,1.72
4472,East Midlands,Macrolides,2023-11-01,S-pneumoniae,7.32,S-pneumoniae__Macrolides__East Midlands,Midlands,1.72
4473,West Midlands,Macrolides,2023-11-01,S-pneumoniae,0.96,S-pneumoniae__Macrolides__West Midlands,Midlands,1.72
4474,East Midlands,Penicillin,2023-11-01,S-pneumoniae,2.33,S-pneumoniae__Penicillin__East Midlands,Midlands,1.72
4475,West Midlands,Penicillin,2023-11-01,S-pneumoniae,0.0,S-pneumoniae__Penicillin__West Midlands,Midlands,1.72
4476,East Midlands,Glycopeptides,2023-11-01,e-faecalis,2.74,e-faecalis__Glycopeptides__East Midlands,Midlands,1.72
4477,West Midlands,Glycopeptides,2023-11-01,e-faecalis,0.0,e-faecalis__Glycopeptides__West Midlands,Midlands,1.72
4478,East Midlands,Glycopeptides,2023-11-01,e-faecium,9.71,e-faecium__Glycopeptides__East Midlands,Midlands,1.72
4479,West Midlands,Glycopeptides,2023-11-01,e-faecium,23.96,e-faecium__Glycopeptides__West Midlands,Midlands,1.72
4480,East Midlands,Amikacin,2023-12-01,E-coli,2.91,E-coli__Amikacin__East Midlands,Midlands,1.66
4481,West Midlands,Amikacin,2023-12-01,E-coli,3.12,E-coli__Amikacin__West Midlands,Midlands,1.66
4482,East Midlands,Carbapenems,2023-12-01,E-coli,0.12,E-coli__Carbapenems__East Midlands,Midlands,1.66
4483,West Midlands,Carbapenems,2023-12-01,E-coli,0.19,E-coli__Carbapenems__West Midlands,Midlands,1.66
4484,East Midlands,Ciprofloxacin,2023-12-01,E-coli,20.48,E-coli__Ciprofloxacin__East Midlands,Midlands,1.66
4485,West Midlands,Ciprofloxacin,2023-12-01,E-coli,20.88,E-coli__Ciprofloxacin__West Midlands,Midlands,1.66
4486,East Midlands,Co-amoxiclav,2023-12-01,E-coli,44.63,E-coli__Co-amoxiclav__East Midlands,Midlands,1.66
4487,West Midlands,Co-amoxiclav,2023-12-01,E-coli,48.3,E-coli__Co-amoxiclav__West Midlands,Midlands,1.66
4488,East Midlands,Gentamicin,2023-12-01,E-coli,8.66,E-coli__Gentamicin__East Midlands,Midlands,1.66
4489,West Midlands,Gentamicin,2023-12-01,E-coli,11.61,E-coli__Gentamicin__West Midlands,Midlands,1.66
4490,East Midlands,Piperacillin with tazobactam,2023-12-01,E-coli,12.01,E-coli__Piperacillin with tazobactam__East Midlands,Midlands,1.66
4491,West Midlands,Piperacillin with tazobactam,2023-12-01,E-coli,15.96,E-coli__Piperacillin with tazobactam__West Midlands,Midlands,1.66
4492,East Midlands,Third Generation Cephalosporins,2023-12-01,E-coli,15.68,E-coli__Third Generation Cephalosporins__East Midlands,Midlands,1.66
