geography,stratum,date,organism,resistance_pct
Yorkshire and Humber,Penicillin,2022-02-01,S-pneumoniae,0.0
Yorkshire and Humber,Penicillin,2022-03-01,S-pneumoniae,0.0
Yorkshire and Humber,Penicillin,2022-04-01,S-pneumoniae,0.0
Yorkshire and Humber,Penicillin,2022-05-01,S-pneumoniae,0.0
Yorkshire and Humber,Penicillin,2022-06-01,S-pneumoniae,0.0
Yorkshire and Humber,Penicillin,2022-07-01,S-pneumoniae,0.0
Yorkshire and Humber,Penicillin,2022-08-01,S-pneumoniae,3.39
Yorkshire and Humber,Penicillin,2022-09-01,S-pneumoniae,4.26
Yorkshire and Humber,Penicillin,2022-10-01,S-pneumoniae,4.84
Yorkshire and Humber,Penicillin,2022-11-01,S-pneumoniae,1.06
Yorkshire and Humber,Penicillin,2022-12-01,S-pneumoniae,1.23
Yorkshire and Humber,Penicillin,2023-01-01,S-pneumoniae,0.57
Yorkshire and Humber,Penicillin,2023-02-01,S-pneumoniae,1.09
Yorkshire and Humber,Penicillin,2023-03-01,S-pneumoniae,0.66
Yorkshire and Humber,Penicillin,2023-04-01,S-pneumoniae,0.65
Yorkshire and Humber,Penicillin,2023-05-01,S-pneumoniae,0.0
Yorkshire and Humber,Penicillin,2023-06-01,S-pneumoniae,0.0
Yorkshire and Humber,Penicillin,2023-07-01,S-pneumoniae,0.0
Yorkshire and Humber,Penicillin,2023-08-01,S-pneumoniae,0.0
Yorkshire and Humber,Penicillin,2023-09-01,S-pneumoniae,1.89
Yorkshire and Humber,Penicillin,2023-10-01,S-pneumoniae,2.74
Yorkshire and Humber,Penicillin,2023-11-01,S-pneumoniae,3.09
Yorkshire and Humber,Penicillin,2023-12-01,S-pneumoniae,1.36
Yorkshire and Humber,Penicillin,2024-01-01,S-pneumoniae,1.27
Yorkshire and Humber,Penicillin,2024-02-01,S-pneumoniae,0.53
Yorkshire and Humber,Penicillin,2024-03-01,S-pneumoniae,0.55
Yorkshire and Humber,Penicillin,2024-04-01,S-pneumoniae,0.59
Yorkshire and Humber,Penicillin,2024-05-01,S-pneumoniae,0.76
Yorkshire and Humber,Penicillin,2024-06-01,S-pneumoniae,0.9
Yorkshire and Humber,Penicillin,2024-07-01,S-pneumoniae,1.04
Yorkshire and Humber,Penicillin,2024-08-01,S-pneumoniae,1.28
Yorkshire and Humber,Penicillin,2024-09-01,S-pneumoniae,1.85
Yorkshire and Humber,Penicillin,2024-10-01,S-pneumoniae,0.0
Yorkshire and Humber,Penicillin,2024-11-01,S-pneumoniae,0.0
Yorkshire and Humber,Penicillin,2024-12-01,S-pneumoniae,0.0
Yorkshire and Humber,Penicillin,2025-01-01,S-pneumoniae,0.92
Yorkshire and Humber,Penicillin,2025-02-01,S-pneumoniae,0.85
Yorkshire and Humber,Penicillin,2025-03-01,S-pneumoniae,2.22
Yorkshire and Humber,Penicillin,2025-04-01,S-pneumoniae,1.18
Yorkshire and Humber,Penicillin,2025-05-01,S-pneumoniae,3.65
Yorkshire and Humber,Penicillin,2025-06-01,S-pneumoniae,3.76
East Midlands,Glycopeptides,2020-10-01,e-faecalis,1.79
East Midlands,Glycopeptides,2020-11-01,e-faecalis,1.52
East Midlands,Glycopeptides,2020-12-01,e-faecalis,0.0
East Midlands,Glycopeptides,2021-01-01,e-faecalis,0.0
East Midlands,Glycopeptides,2021-02-01,e-faecalis,0.91
East Midlands,Glycopeptides,2021-03-01,e-faecalis,1.61
East Midlands,Glycopeptides,2021-04-01,e-faecalis,1.68
East Midlands,Glycopeptides,2021-05-01,e-faecalis,0.81
East Midlands,Glycopeptides,2021-06-01,e-faecalis,0.0
East Midlands,Glycopeptides,2021-07-01,e-faecalis,0.77
East Midlands,Glycopeptides,2021-08-01,e-faecalis,2.29
East Midlands,Glycopeptides,2021-09-01,e-faecalis,3.12
East Midlands,Glycopeptides,2021-10-01,e-faecalis,4.35
East Midlands,Glycopeptides,2021-11-01,e-faecalis,3.81
East Midlands,Glycopeptides,2021-12-01,e-faecalis,3.23
East Midlands,Glycopeptides,2022-01-01,e-faecalis,1.12
East Midlands,Glycopeptides,2022-02-01,e-faecalis,0.0
East Midlands,Glycopeptides,2022-03-01,e-faecalis,1.37
East Midlands,Glycopeptides,2022-04-01,e-faecalis,2.47
East Midlands,Glycopeptides,2022-05-01,e-faecalis,2.3
East Midlands,Glycopeptides,2022-06-01,e-faecalis,1.12
East Midlands,Glycopeptides,2022-07-01,e-faecalis,0.0
East Midlands,Glycopeptides,2022-08-01,e-faecalis,1.33
East Midlands,Glycopeptides,2022-09-01,e-faecalis,2.44
East Midlands,Glycopeptides,2022-10-01,e-faecalis,2.13
East Midlands,Glycopeptides,2022-11-01,e-faecalis,1.0
East Midlands,Glycopeptides,2022-12-01,e-faecalis,0.0
East Midlands,Glycopeptides,2023-01-01,e-faecalis,0.0
East Midlands,Glycopeptides,2023-02-01,e-faecalis,0.0
East Midlands,Glycopeptides,2023-03-01,e-faecalis,0.0
East Midlands,Glycopeptides,2023-04-01,e-faecalis,0.0
East Midlands,Glycopeptides,2023-05-01,e-faecalis,0.0
East Midlands,Glycopeptides,2023-06-01,e-faecalis,1.1
East Midlands,Glycopeptides,2023-07-01,e-faecalis,1.14
East Midlands,Glycopeptides,2023-08-01,e-faecalis,2.17
East Midlands,Glycopeptides,2023-09-01,e-faecalis,3.53
East Midlands,Glycopeptides,2023-10-01,e-faecalis,3.61
East Midlands,Glycopeptides,2023-11-01,e-faecalis,2.74
East Midlands,Glycopeptides,2023-12-01,e-faecalis,0.0
East Midlands,Glycopeptides,2024-01-01,e-faecalis,2.67
East Midlands,Glycopeptides,2024-02-01,e-faecalis,3.8
East Midlands,Glycopeptides,2024-03-01,e-faecalis,3.57
East Midlands,Glycopeptides,2024-04-01,e-faecalis,1.3
East Midlands,Glycopeptides,2024-05-01,e-faecalis,1.39
East Midlands,Glycopeptides,2024-06-01,e-faecalis,1.22
East Midlands,Glycopeptides,2024-07-01,e-faecalis,1.15
East Midlands,Glycopeptides,2024-08-01,e-faecalis,1.03
East Midlands,Glycopeptides,2024-09-01,e-faecalis,4.3
East Midlands,Glycopeptides,2024-10-01,e-faecalis,4.55
East Midlands,Glycopeptides,2024-11-01,e-faecalis,4.31
East Midlands,Glycopeptides,2024-12-01,e-faecalis,1.75
East Midlands,Glycopeptides,2025-01-01,e-faecalis,2.0
East Midlands,Glycopeptides,2025-02-01,e-faecalis,3.96
East Midlands,Glycopeptides,2025-03-01,e-faecalis,4.26
East Midlands,Glycopeptides,2025-04-01,e-faecalis,5.26
East Midlands,Glycopeptides,2025-05-01,e-faecalis,2.11
East Midlands,Glycopeptides,2025-06-01,e-faecalis,2.27
East of England,Glycopeptides,2020-10-01,e-faecalis,9.09
East of England,Glycopeptides,2020-11-01,e-faecalis,7.89
East of England,Glycopeptides,2020-12-01,e-faecalis,4.05
East of England,Glycopeptides,2021-01-01,e-faecalis,3.8
East of England,Glycopeptides,2021-02-01,e-faecalis,5.88
East of England,Glycopeptides,2021-03-01,e-faecalis,4.65
East of England,Glycopeptides,2021-04-01,e-faecalis,5.75
East of England,Glycopeptides,2021-05-01,e-faecalis,3.06
East of England,Glycopeptides,2021-06-01,e-faecalis,4.12
East of England,Glycopeptides,2021-07-01,e-faecalis,3.81
East of England,Glycopeptides,2021-08-01,e-faecalis,4.04
East of England,Glycopeptides,2021-09-01,e-faecalis,7.55
East of England,Glycopeptides,2021-10-01,e-faecalis,7.55
East of England,Glycopeptides,2021-11-01,e-faecalis,9.35
East of England,Glycopeptides,2021-12-01,e-faecalis,8.33
East of England,Glycopeptides,2022-01-01,e-faecalis,6.86
East of England,Glycopeptides,2022-02-01,e-faecalis,4.08
East of England,Glycopeptides,2022-03-01,e-faecalis,6.14
East of England,Glycopeptides,2022-04-01,e-faecalis,9.17
East of England,Glycopeptides,2022-05-01,e-faecalis,11.3
East of England,Glycopeptides,2022-06-01,e-faecalis,9.43
East of England,Glycopeptides,2022-07-01,e-faecalis,8.6
East of England,Glycopeptides,2022-08-01,e-faecalis,5.95
East of England,Glycopeptides,2022-09-01,e-faecalis,6.67
East of England,Glycopeptides,2022-10-01,e-faecalis,5.75
East of England,Glycopeptides,2022-11-01,e-faecalis,8.65
East of England,Glycopeptides,2022-12-01,e-faecalis,6.8
East of England,Glycopeptides,2023-01-01,e-faecalis,8.47
East of England,Glycopeptides,2023-02-01,e-faecalis,6.8
East of England,Glycopeptides,2023-03-01,e-faecalis,8.25
East of England,Glycopeptides,2023-04-01,e-faecalis,7.0
East of England,Glycopeptides,2023-05-01,e-faecalis,7.84
East of England,Glycopeptides,2023-06-01,e-faecalis,5.5
East of England,Glycopeptides,2023-07-01,e-faecalis,5.77
East of England,Glycopeptides,2023-08-01,e-faecalis,4.27
East of England,Glycopeptides,2023-09-01,e-faecalis,4.42
East of England,Glycopeptides,2023-10-01,e-faecalis,1.82
East of England,Glycopeptides,2023-11-01,e-faecalis,1.96
East of England,Glycopeptides,2023-12-01,e-faecalis,2.86
East of England,Glycopeptides,2024-01-01,e-faecalis,3.96
East of England,Glycopeptides,2024-02-01,e-faecalis,6.12
East of England,Glycopeptides,2024-03-01,e-faecalis,6.12
East of England,Glycopeptides,2024-04-01,e-faecalis,5.31
East of England,Glycopeptides,2024-05-01,e-faecalis,2.4
East of England,Glycopeptides,2024-06-01,e-faecalis,0.78
East of England,Glycopeptides,2024-07-01,e-faecalis,0.84
East of England,Glycopeptides,2024-08-01,e-faecalis,1.75
East of England,Glycopeptides,2024-09-01,e-faecalis,4.76
East of England,Glycopeptides,2024-10-01,e-faecalis,4.04
East of England,Glycopeptides,2024-11-01,e-faecalis,6.52
East of England,Glycopeptides,2024-12-01,e-faecalis,3.88
East of England,Glycopeptides,2025-01-01,e-faecalis,3.74
East of England,Glycopeptides,2025-02-01,e-faecalis,0.96
East of England,Glycopeptides,2025-03-01,e-faecalis,2.11
East of England,Glycopeptides,2025-04-01,e-faecalis,5.32
East of England,Glycopeptides,2025-05-01,e-faecalis,5.62
East of England,Glycopeptides,2025-06-01,e-faecalis,6.38
London,Glycopeptides,2020-10-01,e-faecalis,4.0
London,Glycopeptides,2020-11-01,e-faecalis,3.09
London,Glycopeptides,2020-12-01,e-faecalis,4.72
London,Glycopeptides,2021-01-01,e-faecalis,2.4
London,Glycopeptides,2021-02-01,e-faecalis,2.38
London,Glycopeptides,2021-03-01,e-faecalis,0.74
London,Glycopeptides,2021-04-01,e-faecalis,0.0
London,Glycopeptides,2021-05-01,e-faecalis,0.0
London,Glycopeptides,2021-06-01,e-faecalis,2.02
London,Glycopeptides,2021-07-01,e-faecalis,1.9
London,Glycopeptides,2021-08-01,e-faecalis,4.5
London,Glycopeptides,2021-09-01,e-faecalis,3.15
London,Glycopeptides,2021-10-01,e-faecalis,3.73
London,Glycopeptides,2021-11-01,e-faecalis,1.5
London,Glycopeptides,2021-12-01,e-faecalis,4.1
London,Glycopeptides,2022-01-01,e-faecalis,4.2
London,Glycopeptides,2022-02-01,e-faecalis,6.19
London,Glycopeptides,2022-03-01,e-faecalis,5.71
London,Glycopeptides,2022-04-01,e-faecalis,4.42
London,Glycopeptides,2022-05-01,e-faecalis,3.45
London,Glycopeptides,2022-06-01,e-faecalis,1.54
London,Glycopeptides,2022-07-01,e-faecalis,2.9
London,Glycopeptides,2022-08-01,e-faecalis,2.84
London,Glycopeptides,2022-09-01,e-faecalis,4.86
London,Glycopeptides,2022-10-01,e-faecalis,3.73
London,Glycopeptides,2022-11-01,e-faecalis,5.04
London,Glycopeptides,2022-12-01,e-faecalis,2.94
London,Glycopeptides,2023-01-01,e-faecalis,2.8
London,Glycopeptides,2023-02-01,e-faecalis,1.4
London,Glycopeptides,2023-03-01,e-faecalis,2.9
London,Glycopeptides,2023-04-01,e-faecalis,3.91
London,Glycopeptides,2023-05-01,e-faecalis,3.6
London,Glycopeptides,2023-06-01,e-faecalis,0.85
London,Glycopeptides,2023-07-01,e-faecalis,1.8
London,Glycopeptides,2023-08-01,e-faecalis,2.36
London,Glycopeptides,2023-09-01,e-faecalis,3.33
London,Glycopeptides,2023-10-01,e-faecalis,1.44
London,Glycopeptides,2023-11-01,e-faecalis,1.46
London,Glycopeptides,2023-12-01,e-faecalis,1.37
London,Glycopeptides,2024-01-01,e-faecalis,1.4
London,Glycopeptides,2024-02-01,e-faecalis,2.13
London,Glycopeptides,2024-03-01,e-faecalis,1.47
London,Glycopeptides,2024-04-01,e-faecalis,2.42
London,Glycopeptides,2024-05-01,e-faecalis,3.79
London,Glycopeptides,2024-06-01,e-faecalis,4.8
London,Glycopeptides,2024-07-01,e-faecalis,5.52
London,Glycopeptides,2024-08-01,e-faecalis,3.57
London,Glycopeptides,2024-09-01,e-faecalis,3.87
London,Glycopeptides,2024-10-01,e-faecalis,2.07
London,Glycopeptides,2024-11-01,e-faecalis,1.42
London,Glycopeptides,2024-12-01,e-faecalis,0.0
London,Glycopeptides,2025-01-01,e-faecalis,0.0
London,Glycopeptides,2025-02-01,e-faecalis,1.38
London,Glycopeptides,2025-03-01,e-faecalis,1.12
London,Glycopeptides,2025-04-01,e-faecalis,2.0
London,Glycopeptides,2025-05-01,e-faecalis,2.45
London,Glycopeptides,2025-06-01,e-faecalis,3.91
North East,Glycopeptides,2020-10-01,e-faecalis,4.17
North East,Glycopeptides,2020-11-01,e-faecalis,2.17
North East,Glycopeptides,2020-12-01,e-faecalis,0.0
North East,Glycopeptides,2021-01-01,e-faecalis,0.0
North East,Glycopeptides,2021-02-01,e-faecalis,0.0
North East,Glycopeptides,2021-03-01,e-faecalis,0.0
North East,Glycopeptides,2021-04-01,e-faecalis,0.0
North East,Glycopeptides,2021-05-01,e-faecalis,2.27
North East,Glycopeptides,2021-06-01,e-faecalis,4.55
North East,Glycopeptides,2021-07-01,e-faecalis,6.25
North East,Glycopeptides,2021-08-01,e-faecalis,4.35
North East,Glycopeptides,2021-09-01,e-faecalis,2.08
North East,Glycopeptides,2021-10-01,e-faecalis,0.0
North East,Glycopeptides,2021-11-01,e-faecalis,0.0
North East,Glycopeptides,2021-12-01,e-faecalis,0.0
North East,Glycopeptides,2022-01-01,e-faecalis,0.0
North East,Glycopeptides,2022-02-01,e-faecalis,0.0
North East,Glycopeptides,2022-03-01,e-faecalis,0.0
North East,Glycopeptides,2022-04-01,e-faecalis,1.67
North East,Glycopeptides,2022-05-01,e-faecalis,1.89
North East,Glycopeptides,2022-06-01,e-faecalis,6.12
North East,Glycopeptides,2022-07-01,e-faecalis,5.41
North East,Glycopeptides,2022-08-01,e-faecalis,6.67
North East,Glycopeptides,2022-09-01,e-faecalis,1.85
North East,Glycopeptides,2022-10-01,e-faecalis,1.89
North East,Glycopeptides,2022-11-01,e-faecalis,0.0
North East,Glycopeptides,2022-12-01,e-faecalis,0.0
North East,Glycopeptides,2023-01-01,e-faecalis,0.0
North East,Glycopeptides,2023-02-01,e-faecalis,0.0
North East,Glycopeptides,2023-03-01,e-faecalis,0.0
North East,Glycopeptides,2023-04-01,e-faecalis,2.0
North East,Glycopeptides,2023-05-01,e-faecalis,1.64
North East,Glycopeptides,2023-06-01,e-faecalis,2.38
North East,Glycopeptides,2023-07-01,e-faecalis,0.0
North East,Glycopeptides,2023-08-01,e-faecalis,3.23
North East,Glycopeptides,2023-09-01,e-faecalis,2.94
North East,Glycopeptides,2023-10-01,e-faecalis,2.56
North East,Glycopeptides,2023-11-01,e-faecalis,0.0
North East,Glycopeptides,2023-12-01,e-faecalis,3.23
North East,Glycopeptides,2024-01-01,e-faecalis,3.23
North East,Glycopeptides,2024-02-01,e-faecalis,3.23
North East,Glycopeptides,2024-03-01,e-faecalis,0.0
North East,Glycopeptides,2024-04-01,e-faecalis,0.0
North East,Glycopeptides,2024-05-01,e-faecalis,0.0
North East,Glycopeptides,2024-06-01,e-faecalis,0.0
North East,Glycopeptides,2024-07-01,e-faecalis,0.0
North East,Glycopeptides,2024-08-01,e-faecalis,0.0
North East,Glycopeptides,2024-09-01,e-faecalis,0.0
North East,Glycopeptides,2024-10-01,e-faecalis,2.44
North East,Glycopeptides,2024-11-01,e-faecalis,2.13
North East,Glycopeptides,2024-12-01,e-faecalis,1.85
North East,Glycopeptides,2025-01-01,e-faecalis,0.0
North East,Glycopeptides,2025-02-01,e-faecalis,0.0
North East,Glycopeptides,2025-03-01,e-faecalis,0.0
North East,Glycopeptides,2025-04-01,e-faecalis,0.0
North East,Glycopeptides,2025-05-01,e-faecalis,0.0
North East,Glycopeptides,2025-06-01,e-faecalis,0.0
North West,Glycopeptides,2020-10-01,e-faecalis,5.56
North West,Glycopeptides,2020-11-01,e-faecalis,4.1
North West,Glycopeptides,2020-12-01,e-faecalis,3.23
North West,Glycopeptides,2021-01-01,e-faecalis,3.12
North West,Glycopeptides,2021-02-01,e-faecalis,4.69
North West,Glycopeptides,2021-03-01,e-faecalis,5.04
North West,Glycopeptides,2021-04-01,e-faecalis,5.84
North West,Glycopeptides,2021-05-01,e-faecalis,5.67
North West,Glycopeptides,2021-06-01,e-faecalis,5.65
North West,Glycopeptides,2021-07-01,e-faecalis,5.0
North West,Glycopeptides,2021-08-01,e-faecalis,4.62
North West,Glycopeptides,2021-09-01,e-faecalis,3.88
North West,Glycopeptides,2021-10-01,e-faecalis,3.76
North West,Glycopeptides,2021-11-01,e-faecalis,3.12
North West,Glycopeptides,2021-12-01,e-faecalis,2.96
North West,Glycopeptides,2022-01-01,e-faecalis,2.34
North West,Glycopeptides,2022-02-01,e-faecalis,2.91
North West,Glycopeptides,2022-03-01,e-faecalis,4.0
North West,Glycopeptides,2022-04-01,e-faecalis,2.13
North West,Glycopeptides,2022-05-01,e-faecalis,0.9
North West,Glycopeptides,2022-06-01,e-faecalis,0.0
North West,Glycopeptides,2022-07-01,e-faecalis,0.0
North West,Glycopeptides,2022-08-01,e-faecalis,2.88
North West,Glycopeptides,2022-09-01,e-faecalis,4.51
North West,Glycopeptides,2022-10-01,e-faecalis,4.93
North West,Glycopeptides,2022-11-01,e-faecalis,3.31
North West,Glycopeptides,2022-12-01,e-faecalis,3.05
North West,Glycopeptides,2023-01-01,e-faecalis,3.54
North West,Glycopeptides,2023-02-01,e-faecalis,3.12
North West,Glycopeptides,2023-03-01,e-faecalis,1.46
North West,Glycopeptides,2023-04-01,e-faecalis,1.36
North West,Glycopeptides,2023-05-01,e-faecalis,1.32
North West,Glycopeptides,2023-06-01,e-faecalis,2.27
North West,Glycopeptides,2023-07-01,e-faecalis,4.41
North West,Glycopeptides,2023-08-01,e-faecalis,4.76
North West,Glycopeptides,2023-09-01,e-faecalis,6.25
North West,Glycopeptides,2023-10-01,e-faecalis,3.7
North West,Glycopeptides,2023-11-01,e-faecalis,4.9
North West,Glycopeptides,2023-12-01,e-faecalis,5.3
North West,Glycopeptides,2024-01-01,e-faecalis,5.44
North West,Glycopeptides,2024-02-01,e-faecalis,3.5
North West,Glycopeptides,2024-03-01,e-faecalis,0.72
North West,Glycopeptides,2024-04-01,e-faecalis,1.45
North West,Glycopeptides,2024-05-01,e-faecalis,4.69
North West,Glycopeptides,2024-06-01,e-faecalis,6.87
North West,Glycopeptides,2024-07-01,e-faecalis,9.02
North West,Glycopeptides,2024-08-01,e-faecalis,5.59
North West,Glycopeptides,2024-09-01,e-faecalis,4.35
North West,Glycopeptides,2024-10-01,e-faecalis,1.45
North West,Glycopeptides,2024-11-01,e-faecalis,1.53
North West,Glycopeptides,2024-12-01,e-faecalis,1.48
North West,Glycopeptides,2025-01-01,e-faecalis,3.5
North West,Glycopeptides,2025-02-01,e-faecalis,4.9
North West,Glycopeptides,2025-03-01,e-faecalis,5.44
North West,Glycopeptides,2025-04-01,e-faecalis,3.42
North West,Glycopeptides,2025-05-01,e-faecalis,1.95
North West,Glycopeptides,2025-06-01,e-faecalis,1.99
South East,Glycopeptides,2020-10-01,e-faecalis,2.21
South East,Glycopeptides,2020-11-01,e-faecalis,2.16
South East,Glycopeptides,2020-12-01,e-faecalis,2.14
South East,Glycopeptides,2021-01-01,e-faecalis,2.82
South East,Glycopeptides,2021-02-01,e-faecalis,3.62
South East,Glycopeptides,2021-03-01,e-faecalis,3.68
South East,Glycopeptides,2021-04-01,e-faecalis,3.82
South East,Glycopeptides,2021-05-01,e-faecalis,3.1
South East,Glycopeptides,2021-06-01,e-faecalis,5.26
South East,Glycopeptides,2021-07-01,e-faecalis,4.41
South East,Glycopeptides,2021-08-01,e-faecalis,4.17
South East,Glycopeptides,2021-09-01,e-faecalis,2.21
South East,Glycopeptides,2021-10-01,e-faecalis,4.41
South East,Glycopeptides,2021-11-01,e-faecalis,7.03
South East,Glycopeptides,2021-12-01,e-faecalis,7.41
South East,Glycopeptides,2022-01-01,e-faecalis,4.41
South East,Glycopeptides,2022-02-01,e-faecalis,2.24
South East,Glycopeptides,2022-03-01,e-faecalis,1.52
South East,Glycopeptides,2022-04-01,e-faecalis,1.47
South East,Glycopeptides,2022-05-01,e-faecalis,6.08
South East,Glycopeptides,2022-06-01,e-faecalis,7.14
South East,Glycopeptides,2022-07-01,e-faecalis,8.82
South East,Glycopeptides,2022-08-01,e-faecalis,4.76
South East,Glycopeptides,2022-09-01,e-faecalis,3.01
South East,Glycopeptides,2022-10-01,e-faecalis,2.26
South East,Glycopeptides,2022-11-01,e-faecalis,3.82
South East,Glycopeptides,2022-12-01,e-faecalis,5.63
South East,Glycopeptides,2023-01-01,e-faecalis,4.93
South East,Glycopeptides,2023-02-01,e-faecalis,3.97
South East,Glycopeptides,2023-03-01,e-faecalis,4.11
South East,Glycopeptides,2023-04-01,e-faecalis,4.35
South East,Glycopeptides,2023-05-01,e-faecalis,3.73
South East,Glycopeptides,2023-06-01,e-faecalis,1.9
South East,Glycopeptides,2023-07-01,e-faecalis,2.58
South East,Glycopeptides,2023-08-01,e-faecalis,1.86
South East,Glycopeptides,2023-09-01,e-faecalis,3.61
South East,Glycopeptides,2023-10-01,e-faecalis,3.09
South East,Glycopeptides,2023-11-01,e-faecalis,3.92
South East,Glycopeptides,2023-12-01,e-faecalis,4.61
South East,Glycopeptides,2024-01-01,e-faecalis,4.23
South East,Glycopeptides,2024-02-01,e-faecalis,4.41
South East,Glycopeptides,2024-03-01,e-faecalis,3.55
South East,Glycopeptides,2024-04-01,e-faecalis,5.19
South East,Glycopeptides,2024-05-01,e-faecalis,3.77
South East,Glycopeptides,2024-06-01,e-faecalis,4.38
South East,Glycopeptides,2024-07-01,e-faecalis,4.97
South East,Glycopeptides,2024-08-01,e-faecalis,4.94
South East,Glycopeptides,2024-09-01,e-faecalis,5.99
South East,Glycopeptides,2024-10-01,e-faecalis,4.65
South East,Glycopeptides,2024-11-01,e-faecalis,5.49
South East,Glycopeptides,2024-12-01,e-faecalis,2.98
South East,Glycopeptides,2025-01-01,e-faecalis,3.73
South East,Glycopeptides,2025-02-01,e-faecalis,3.16
South East,Glycopeptides,2025-03-01,e-faecalis,3.14
South East,Glycopeptides,2025-04-01,e-faecalis,3.18
South East,Glycopeptides,2025-05-01,e-faecalis,4.9
South East,Glycopeptides,2025-06-01,e-faecalis,5.33
South West,Glycopeptides,2020-10-01,e-faecalis,0.0
South West,Glycopeptides,2020-11-01,e-faecalis,0.0
South West,Glycopeptides,2020-12-01,e-faecalis,0.0
South West,Glycopeptides,2021-01-01,e-faecalis,0.0
South West,Glycopeptides,2021-02-01,e-faecalis,1.52
South West,Glycopeptides,2021-03-01,e-faecalis,3.08
South West,Glycopeptides,2021-04-01,e-faecalis,4.11
South West,Glycopeptides,2021-05-01,e-faecalis,2.74
South West,Glycopeptides,2021-06-01,e-faecalis,1.32
South West,Glycopeptides,2021-07-01,e-faecalis,0.0
South West,Glycopeptides,2021-08-01,e-faecalis,4.94
South West,Glycopeptides,2021-09-01,e-faecalis,6.33
South West,Glycopeptides,2021-10-01,e-faecalis,5.62
South West,Glycopeptides,2021-11-01,e-faecalis,4.4
South West,Glycopeptides,2021-12-01,e-faecalis,4.08
South West,Glycopeptides,2022-01-01,e-faecalis,4.4
South West,Glycopeptides,2022-02-01,e-faecalis,1.22
South West,Glycopeptides,2022-03-01,e-faecalis,0.0
South West,Glycopeptides,2022-04-01,e-faecalis,1.15
South West,Glycopeptides,2022-05-01,e-faecalis,1.19
South West,Glycopeptides,2022-06-01,e-faecalis,1.27
South West,Glycopeptides,2022-07-01,e-faecalis,1.33
South West,Glycopeptides,2022-08-01,e-faecalis,1.25
South West,Glycopeptides,2022-09-01,e-faecalis,1.22
South West,Glycopeptides,2022-10-01,e-faecalis,1.08
South West,Glycopeptides,2022-11-01,e-faecalis,1.02
South West,Glycopeptides,2022-12-01,e-faecalis,1.1
South West,Glycopeptides,2023-01-01,e-faecalis,0.0
South West,Glycopeptides,2023-02-01,e-faecalis,0.0
South West,Glycopeptides,2023-03-01,e-faecalis,1.08
South West,Glycopeptides,2023-04-01,e-faecalis,2.06
South West,Glycopeptides,2023-05-01,e-faecalis,2.86
South West,Glycopeptides,2023-06-01,e-faecalis,2.02
South West,Glycopeptides,2023-07-01,e-faecalis,1.06
South West,Glycopeptides,2023-08-01,e-faecalis,0.0
South West,Glycopeptides,2023-09-01,e-faecalis,0.0
South West,Glycopeptides,2023-10-01,e-faecalis,0.95
South West,Glycopeptides,2023-11-01,e-faecalis,1.92
South West,Glycopeptides,2023-12-01,e-faecalis,4.12
South West,Glycopeptides,2024-01-01,e-faecalis,4.12
South West,Glycopeptides,2024-02-01,e-faecalis,2.86
South West,Glycopeptides,2024-03-01,e-faecalis,1.0
South West,Glycopeptides,2024-04-01,e-faecalis,1.83
South West,Glycopeptides,2024-05-01,e-faecalis,2.63
South West,Glycopeptides,2024-06-01,e-faecalis,2.59
South West,Glycopeptides,2024-07-01,e-faecalis,2.68
South West,Glycopeptides,2024-08-01,e-faecalis,2.08
South West,Glycopeptides,2024-09-01,e-faecalis,2.0
South West,Glycopeptides,2024-10-01,e-faecalis,0.0
South West,Glycopeptides,2024-11-01,e-faecalis,0.0
South West,Glycopeptides,2024-12-01,e-faecalis,1.16
South West,Glycopeptides,2025-01-01,e-faecalis,4.21
South West,Glycopeptides,2025-02-01,e-faecalis,4.35
South West,Glycopeptides,2025-03-01,e-faecalis,2.54
South West,Glycopeptides,2025-04-01,e-faecalis,0.0
South West,Glycopeptides,2025-05-01,e-faecalis,2.48
South West,Glycopeptides,2025-06-01,e-faecalis,3.64
West Midlands,Glycopeptides,2020-10-01,e-faecalis,3.8
West Midlands,Glycopeptides,2020-11-01,e-faecalis,4.48
West Midlands,Glycopeptides,2020-12-01,e-faecalis,3.57
West Midlands,Glycopeptides,2021-01-01,e-faecalis,2.25
West Midlands,Glycopeptides,2021-02-01,e-faecalis,2.02
West Midlands,Glycopeptides,2021-03-01,e-faecalis,2.13
West Midlands,Glycopeptides,2021-04-01,e-faecalis,0.0
West Midlands,Glycopeptides,2021-05-01,e-faecalis,0.0
West Midlands,Glycopeptides,2021-06-01,e-faecalis,0.0
West Midlands,Glycopeptides,2021-07-01,e-faecalis,0.0
West Midlands,Glycopeptides,2021-08-01,e-faecalis,1.18
West Midlands,Glycopeptides,2021-09-01,e-faecalis,0.95
West Midlands,Glycopeptides,2021-10-01,e-faecalis,1.72
West Midlands,Glycopeptides,2021-11-01,e-faecalis,0.92
West Midlands,Glycopeptides,2021-12-01,e-faecalis,1.08
West Midlands,Glycopeptides,2022-01-01,e-faecalis,0.0
West Midlands,Glycopeptides,2022-02-01,e-faecalis,2.47
West Midlands,Glycopeptides,2022-03-01,e-faecalis,3.3
West Midlands,Glycopeptides,2022-04-01,e-faecalis,3.41
West Midlands,Glycopeptides,2022-05-01,e-faecalis,1.1
West Midlands,Glycopeptides,2022-06-01,e-faecalis,0.0
West Midlands,Glycopeptides,2022-07-01,e-faecalis,0.0
