,geography,stratum,organism,date,resistance_pct
1876,North West,Gentamicin,E-coli,2025-02-01,13.43
1877,North West,Gentamicin,E-coli,2025-03-01,13.31
1878,North West,Gentamicin,E-coli,2025-04-01,14.17
1879,North West,Gentamicin,E-coli,2025-05-01,13.51
1880,North West,Gentamicin,E-coli,2025-06-01,12.73
1881,North West,Piperacillin with tazobactam,E-coli,2020-10-01,10.62
1882,North West,Piperacillin with tazobactam,E-coli,2020-11-01,10.54
1883,North West,Piperacillin with tazobactam,E-coli,2020-12-01,11.5
1884,North West,Piperacillin with tazobactam,E-coli,2021-01-01,10.91
1885,North West,Piperacillin with tazobactam,E-coli,2021-02-01,11.86
1886,North West,Piperacillin with tazobactam,E-coli,2021-03-01,10.4
1887,North West,Piperacillin with tazobactam,E-coli,2021-04-01,9.66
1888,North West,Piperacillin with tazobactam,E-coli,2021-05-01,9.38
1889,North West,Piperacillin with tazobactam,E-coli,2021-06-01,10.38
1890,North West,Piperacillin with tazobactam,E-coli,2021-07-01,10.22
1891,North West,Piperacillin with tazobactam,E-coli,2021-08-01,10.13
1892,North West,Piperacillin with tazobactam,E-coli,2021-09-01,9.93
1893,North West,Piperacillin with tazobactam,E-coli,2021-10-01,10.09
1894,North West,Piperacillin with tazobactam,E-coli,2021-11-01,10.56
1895,North West,Piperacillin with tazobactam,E-coli,2021-12-01,9.79
1896,North West,Piperacillin with tazobactam,E-coli,2022-01-01,9.24
1897,North West,Piperacillin with tazobactam,E-coli,2022-02-01,8.69
1898,North West,Piperacillin with tazobactam,E-coli,2022-03-01,9.75
1899,North West,Piperacillin with tazobactam,E-coli,2022-04-01,11.18
1900,North West,Piperacillin with tazobactam,E-coli,2022-05-01,10.95
1901,North West,Piperacillin with tazobactam,E-coli,2022-06-01,10.28
1902,North West,Piperacillin with tazobactam,E-coli,2022-07-01,10.18
1903,North West,Piperacillin with tazobactam,E-coli,2022-08-01,10.49
1904,North West,Piperacillin with tazobactam,E-coli,2022-09-01,11.49
1905,North West,Piperacillin with tazobactam,E-coli,2022-10-01,12.06
1906,North West,Piperacillin with tazobactam,E-coli,2022-11-01,12.06
1907,North West,Piperacillin with tazobactam,E-coli,2022-12-01,11.52
1908,North West,Piperacillin with tazobactam,E-coli,2023-01-01,10.57
1909,North West,Piperacillin with tazobactam,E-coli,2023-02-01,10.51
1910,North West,Piperacillin with tazobactam,E-coli,2023-03-01,9.81
1911,North West,Piperacillin with tazobactam,E-coli,2023-04-01,10.62
1912,North West,Piperacillin with tazobactam,E-coli,2023-05-01,11.44
1913,North West,Piperacillin with tazobactam,E-coli,2023-06-01,12.62
1914,North West,Piperacillin with tazobactam,E-coli,2023-07-01,11.72
1915,North West,Piperacillin with tazobactam,E-coli,2023-08-01,11.93
1916,North West,Piperacillin with tazobactam,E-coli,2023-09-01,12.14
1917,North West,Piperacillin with tazobactam,E-coli,2023-10-01,12.46
1918,North West,Piperacillin with tazobactam,E-coli,2023-11-01,12.25
1919,North West,Piperacillin with tazobactam,E-coli,2023-12-01,12.51
1920,North West,Piperacillin with tazobactam,E-coli,2024-01-01,12.6
1921,North West,Piperacillin with tazobactam,E-coli,2024-02-01,13.03
1922,North West,Piperacillin with tazobactam,E-coli,2024-03-01,12.03
1923,North West,Piperacillin with tazobactam,E-coli,2024-04-01,12.84
1924,North West,Piperacillin with tazobactam,E-coli,2024-05-01,12.44
1925,North West,Piperacillin with tazobactam,E-coli,2024-06-01,12.74
1926,North West,Piperacillin with tazobactam,E-coli,2024-07-01,11.12
1927,North West,Piperacillin with tazobactam,E-coli,2024-08-01,11.7
1928,North West,Piperacillin with tazobactam,E-coli,2024-09-01,11.03
1929,North West,Piperacillin with tazobactam,E-coli,2024-10-01,11.46
1930,North West,Piperacillin with tazobactam,E-coli,2024-11-01,10.4
1931,North West,Piperacillin with tazobactam,E-coli,2024-12-01,12.68
1932,North West,Piperacillin with tazobactam,E-coli,2025-01-01,13.45
1933,North West,Piperacillin with tazobactam,E-coli,2025-02-01,13.36
1934,North West,Piperacillin with tazobactam,E-coli,2025-03-01,11.19
1935,North West,Piperacillin with tazobactam,E-coli,2025-04-01,11.14
1936,North West,Piperacillin with tazobactam,E-coli,2025-05-01,11.0
1937,North West,Piperacillin with tazobactam,E-coli,2025-06-01,9.76
1938,North West,Third Generation Cephalosporins,E-coli,2020-10-01,13.71
1939,North West,Third Generation Cephalosporins,E-coli,2020-11-01,13.37
1940,North West,Third Generation Cephalosporins,E-coli,2020-12-01,14.62
1941,North West,Third Generation Cephalosporins,E-coli,2021-01-01,14.75
1942,North West,Third Generation Cephalosporins,E-coli,2021-02-01,14.77
1943,North West,Third Generation Cephalosporins,E-coli,2021-03-01,13.23
1944,North West,Third Generation Cephalosporins,E-coli,2021-04-01,12.52
1945,North West,Third Generation Cephalosporins,E-coli,2021-05-01,12.5
1946,North West,Third Generation Cephalosporins,E-coli,2021-06-01,13.02
1947,North West,Third Generation Cephalosporins,E-coli,2021-07-01,14.47
1948,North West,Third Generation Cephalosporins,E-coli,2021-08-01,15.33
1949,North West,Third Generation Cephalosporins,E-coli,2021-09-01,15.51
1950,North West,Third Generation Cephalosporins,E-coli,2021-10-01,13.53
1951,North West,Third Generation Cephalosporins,E-coli,2021-11-01,13.93
1952,North West,Third Generation Cephalosporins,E-coli,2021-12-01,15.31
1953,North West,Third Generation Cephalosporins,E-coli,2022-01-01,16.64
1954,North West,Third Generation Cephalosporins,E-coli,2022-02-01,16.06
1955,North West,Third Generation Cephalosporins,E-coli,2022-03-01,15.79
1956,North West,Third Generation Cephalosporins,E-coli,2022-04-01,15.73
1957,North West,Third Generation Cephalosporins,E-coli,2022-05-01,15.96
1958,North West,Third Generation Cephalosporins,E-coli,2022-06-01,15.43
1959,North West,Third Generation Cephalosporins,E-coli,2022-07-01,16.32
1960,North West,Third Generation Cephalosporins,E-coli,2022-08-01,16.3
1961,North West,Third Generation Cephalosporins,E-coli,2022-09-01,15.51
1962,North West,Third Generation Cephalosporins,E-coli,2022-10-01,15.19
1963,North West,Third Generation Cephalosporins,E-coli,2022-11-01,13.32
1964,North West,Third Generation Cephalosporins,E-coli,2022-12-01,13.89
1965,North West,Third Generation Cephalosporins,E-coli,2023-01-01,13.4
1966,North West,Third Generation Cephalosporins,E-coli,2023-02-01,14.3
1967,North West,Third Generation Cephalosporins,E-coli,2023-03-01,13.56
1968,North West,Third Generation Cephalosporins,E-coli,2023-04-01,13.32
1969,North West,Third Generation Cephalosporins,E-coli,2023-05-01,14.22
1970,North West,Third Generation Cephalosporins,E-coli,2023-06-01,14.92
1971,North West,Third Generation Cephalosporins,E-coli,2023-07-01,15.23
1972,North West,Third Generation Cephalosporins,E-coli,2023-08-01,14.91
1973,North West,Third Generation Cephalosporins,E-coli,2023-09-01,14.08
1974,North West,Third Generation Cephalosporins,E-coli,2023-10-01,15.2
1975,North West,Third Generation Cephalosporins,E-coli,2023-11-01,15.68
1976,North West,Third Generation Cephalosporins,E-coli,2023-12-01,16.91
1977,North West,Third Generation Cephalosporins,E-coli,2024-01-01,14.86
1978,North West,Third Generation Cephalosporins,E-coli,2024-02-01,13.89
1979,North West,Third Generation Cephalosporins,E-coli,2024-03-01,14.24
1980,North West,Third Generation Cephalosporins,E-coli,2024-04-01,15.53
1981,North West,Third Generation Cephalosporins,E-coli,2024-05-01,16.38
1982,North West,Third Generation Cephalosporins,E-coli,2024-06-01,15.56
1983,North West,Third Generation Cephalosporins,E-coli,2024-07-01,15.81
1984,North West,Third Generation Cephalosporins,E-coli,2024-08-01,15.39
1985,North West,Third Generation Cephalosporins,E-coli,2024-09-01,17.03
1986,North West,Third Generation Cephalosporins,E-coli,2024-10-01,17.35
1987,North West,Third Generation Cephalosporins,E-coli,2024-11-01,18.24
1988,North West,Third Generation Cephalosporins,E-coli,2024-12-01,17.66
1989,North West,Third Generation Cephalosporins,E-coli,2025-01-01,17.12
1990,North West,Third Generation Cephalosporins,E-coli,2025-02-01,17.17
1991,North West,Third Generation Cephalosporins,E-coli,2025-03-01,16.98
1992,North West,Third Generation Cephalosporins,E-coli,2025-04-01,18.16
1993,North West,Third Generation Cephalosporins,E-coli,2025-05-01,18.41
1994,North West,Third Generation Cephalosporins,E-coli,2025-06-01,18.36
1995,South East,Amikacin,E-coli,2020-10-01,1.32
1996,South East,Amikacin,E-coli,2020-11-01,1.97
1997,South East,Amikacin,E-coli,2020-12-01,2.09
1998,South East,Amikacin,E-coli,2021-01-01,1.78
1999,South East,Amikacin,E-coli,2021-02-01,1.67
2000,South East,Amikacin,E-coli,2021-03-01,2.37
2001,South East,Amikacin,E-coli,2021-04-01,2.84
2002,South East,Amikacin,E-coli,2021-05-01,3.14
2003,South East,Amikacin,E-coli,2021-06-01,2.48
2004,South East,Amikacin,E-coli,2021-07-01,1.84
2005,South East,Amikacin,E-coli,2021-08-01,1.83
2006,South East,Amikacin,E-coli,2021-09-01,2.13
2007,South East,Amikacin,E-coli,2021-10-01,2.03
2008,South East,Amikacin,E-coli,2021-11-01,1.29
2009,South East,Amikacin,E-coli,2021-12-01,0.98
2010,South East,Amikacin,E-coli,2022-01-01,1.3
2011,South East,Amikacin,E-coli,2022-02-01,2.22
2012,South East,Amikacin,E-coli,2022-03-01,2.41
2013,South East,Amikacin,E-coli,2022-04-01,3.05
2014,South East,Amikacin,E-coli,2022-05-01,2.53
2015,South East,Amikacin,E-coli,2022-06-01,2.85
2016,South East,Amikacin,E-coli,2022-07-01,1.9
2017,South East,Amikacin,E-coli,2022-08-01,2.27
2018,South East,Amikacin,E-coli,2022-09-01,2.38
2019,South East,Amikacin,E-coli,2022-10-01,3.25
2020,South East,Amikacin,E-coli,2022-11-01,3.21
2021,South East,Amikacin,E-coli,2022-12-01,3.48
2022,South East,Amikacin,E-coli,2023-01-01,3.37
2023,South East,Amikacin,E-coli,2023-02-01,3.33
2024,South East,Amikacin,E-coli,2023-03-01,3.0
2025,South East,Amikacin,E-coli,2023-04-01,2.81
2026,South East,Amikacin,E-coli,2023-05-01,3.16
2027,South East,Amikacin,E-coli,2023-06-01,3.22
2028,South East,Amikacin,E-coli,2023-07-01,3.0
2029,South East,Amikacin,E-coli,2023-08-01,2.44
2030,South East,Amikacin,E-coli,2023-09-01,2.82
2031,South East,Amikacin,E-coli,2023-10-01,2.56
2032,South East,Amikacin,E-coli,2023-11-01,2.23
2033,South East,Amikacin,E-coli,2023-12-01,1.82
2034,South East,Amikacin,E-coli,2024-01-01,1.81
2035,South East,Amikacin,E-coli,2024-02-01,2.07
2036,South East,Amikacin,E-coli,2024-03-01,2.29
2037,South East,Amikacin,E-coli,2024-04-01,2.8
2038,South East,Amikacin,E-coli,2024-05-01,3.3
2039,South East,Amikacin,E-coli,2024-06-01,2.63
2040,South East,Amikacin,E-coli,2024-07-01,2.85
2041,South East,Amikacin,E-coli,2024-08-01,2.58
2042,South East,Amikacin,E-coli,2024-09-01,3.08
2043,South East,Amikacin,E-coli,2024-10-01,2.69
2044,South East,Amikacin,E-coli,2024-11-01,2.35
2045,South East,Amikacin,E-coli,2024-12-01,2.38
2046,South East,Amikacin,E-coli,2025-01-01,2.58
2047,South East,Amikacin,E-coli,2025-02-01,3.1
2048,South East,Amikacin,E-coli,2025-03-01,2.69
2049,South East,Amikacin,E-coli,2025-04-01,2.21
2050,South East,Amikacin,E-coli,2025-05-01,1.71
2051,South East,Amikacin,E-coli,2025-06-01,1.82
2052,South East,Carbapenems,E-coli,2020-10-01,0.0
2053,South East,Carbapenems,E-coli,2020-11-01,0.0
2054,South East,Carbapenems,E-coli,2020-12-01,0.08
2055,South East,Carbapenems,E-coli,2021-01-01,0.09
2056,South East,Carbapenems,E-coli,2021-02-01,0.09
2057,South East,Carbapenems,E-coli,2021-03-01,0.09
2058,South East,Carbapenems,E-coli,2021-04-01,0.09
2059,South East,Carbapenems,E-coli,2021-05-01,0.38
2060,South East,Carbapenems,E-coli,2021-06-01,0.31
2061,South East,Carbapenems,E-coli,2021-07-01,0.37
2062,South East,Carbapenems,E-coli,2021-08-01,0.29
2063,South East,Carbapenems,E-coli,2021-09-01,0.36
2064,South East,Carbapenems,E-coli,2021-10-01,0.3
2065,South East,Carbapenems,E-coli,2021-11-01,0.08
2066,South East,Carbapenems,E-coli,2021-12-01,0.0
2067,South East,Carbapenems,E-coli,2022-01-01,0.0
2068,South East,Carbapenems,E-coli,2022-02-01,0.0
2069,South East,Carbapenems,E-coli,2022-03-01,0.08
2070,South East,Carbapenems,E-coli,2022-04-01,0.16
2071,South East,Carbapenems,E-coli,2022-05-01,0.17
2072,South East,Carbapenems,E-coli,2022-06-01,0.09
2073,South East,Carbapenems,E-coli,2022-07-01,0.0
2074,South East,Carbapenems,E-coli,2022-08-01,0.08
2075,South East,Carbapenems,E-coli,2022-09-01,0.07
2076,South East,Carbapenems,E-coli,2022-10-01,0.34
2077,South East,Carbapenems,E-coli,2022-11-01,0.5
2078,South East,Carbapenems,E-coli,2022-12-01,0.54
2079,South East,Carbapenems,E-coli,2023-01-01,0.56
2080,South East,Carbapenems,E-coli,2023-02-01,0.33
2081,South East,Carbapenems,E-coli,2023-03-01,0.56
2082,South East,Carbapenems,E-coli,2023-04-01,0.46
2083,South East,Carbapenems,E-coli,2023-05-01,0.44
2084,South East,Carbapenems,E-coli,2023-06-01,0.28
2085,South East,Carbapenems,E-coli,2023-07-01,0.2
2086,South East,Carbapenems,E-coli,2023-08-01,0.26
2087,South East,Carbapenems,E-coli,2023-09-01,0.33
2088,South East,Carbapenems,E-coli,2023-10-01,0.35
2089,South East,Carbapenems,E-coli,2023-11-01,0.56
2090,South East,Carbapenems,E-coli,2023-12-01,0.5
2091,South East,Carbapenems,E-coli,2024-01-01,0.5
2092,South East,Carbapenems,E-coli,2024-02-01,0.36
2093,South East,Carbapenems,E-coli,2024-03-01,0.5
2094,South East,Carbapenems,E-coli,2024-04-01,0.72
2095,South East,Carbapenems,E-coli,2024-05-01,0.64
2096,South East,Carbapenems,E-coli,2024-06-01,0.42
2097,South East,Carbapenems,E-coli,2024-07-01,0.13
2098,South East,Carbapenems,E-coli,2024-08-01,0.06
2099,South East,Carbapenems,E-coli,2024-09-01,0.06
2100,South East,Carbapenems,E-coli,2024-10-01,0.0
2101,South East,Carbapenems,E-coli,2024-11-01,0.0
2102,South East,Carbapenems,E-coli,2024-12-01,0.06
2103,South East,Carbapenems,E-coli,2025-01-01,0.13
2104,South East,Carbapenems,E-coli,2025-02-01,0.26
2105,South East,Carbapenems,E-coli,2025-03-01,0.2
2106,South East,Carbapenems,E-coli,2025-04-01,0.2
2107,South East,Carbapenems,E-coli,2025-05-01,0.13
2108,South East,Carbapenems,E-coli,2025-06-01,0.13
2109,South East,Ciprofloxacin,E-coli,2020-10-01,18.56
2110,South East,Ciprofloxacin,E-coli,2020-11-01,18.1
2111,South East,Ciprofloxacin,E-coli,2020-12-01,17.13
2112,South East,Ciprofloxacin,E-coli,2021-01-01,17.84
2113,South East,Ciprofloxacin,E-coli,2021-02-01,18.63
2114,South East,Ciprofloxacin,E-coli,2021-03-01,18.38
2115,South East,Ciprofloxacin,E-coli,2021-04-01,18.37
2116,South East,Ciprofloxacin,E-coli,2021-05-01,16.52
2117,South East,Ciprofloxacin,E-coli,2021-06-01,16.08
2118,South East,Ciprofloxacin,E-coli,2021-07-01,15.36
2119,South East,Ciprofloxacin,E-coli,2021-08-01,16.5
2120,South East,Ciprofloxacin,E-coli,2021-09-01,16.31
2121,South East,Ciprofloxacin,E-coli,2021-10-01,16.12
2122,South East,Ciprofloxacin,E-coli,2021-11-01,15.47
2123,South East,Ciprofloxacin,E-coli,2021-12-01,15.76
2124,South East,Ciprofloxacin,E-coli,2022-01-01,15.09
2125,South East,Ciprofloxacin,E-coli,2022-02-01,16.53
2126,South East,Ciprofloxacin,E-coli,2022-03-01,16.15
2127,South East,Ciprofloxacin,E-coli,2022-04-01,17.79
2128,South East,Ciprofloxacin,E-coli,2022-05-01,16.4
2129,South East,Ciprofloxacin,E-coli,2022-06-01,17.12
2130,South East,Ciprofloxacin,E-coli,2022-07-01,16.9
2131,South East,Ciprofloxacin,E-coli,2022-08-01,17.86
2132,South East,Ciprofloxacin,E-coli,2022-09-01,18.47
2133,South East,Ciprofloxacin,E-coli,2022-10-01,18.03
2134,South East,Ciprofloxacin,E-coli,2022-11-01,17.69
2135,South East,Ciprofloxacin,E-coli,2022-12-01,17.4
2136,South East,Ciprofloxacin,E-coli,2023-01-01,16.61
2137,South East,Ciprofloxacin,E-coli,2023-02-01,16.02
2138,South East,Ciprofloxacin,E-coli,2023-03-01,15.37
2139,South East,Ciprofloxacin,E-coli,2023-04-01,17.07
2140,South East,Ciprofloxacin,E-coli,2023-05-01,18.21
2141,South East,Ciprofloxacin,E-coli,2023-06-01,18.6
2142,South East,Ciprofloxacin,E-coli,2023-07-01,18.46
2143,South East,Ciprofloxacin,E-coli,2023-08-01,18.15
2144,South East,Ciprofloxacin,E-coli,2023-09-01,17.53
2145,South East,Ciprofloxacin,E-coli,2023-10-01,17.91
2146,South East,Ciprofloxacin,E-coli,2023-11-01,19.11
2147,South East,Ciprofloxacin,E-coli,2023-12-01,19.64
2148,South East,Ciprofloxacin,E-coli,2024-01-01,18.23
2149,South East,Ciprofloxacin,E-coli,2024-02-01,17.5
2150,South East,Ciprofloxacin,E-coli,2024-03-01,18.08
2151,South East,Ciprofloxacin,E-coli,2024-04-01,18.94
2152,South East,Ciprofloxacin,E-coli,2024-05-01,18.63
2153,South East,Ciprofloxacin,E-coli,2024-06-01,17.79
2154,South East,Ciprofloxacin,E-coli,2024-07-01,18.25
2155,South East,Ciprofloxacin,E-coli,2024-08-01,17.87
2156,South East,Ciprofloxacin,E-coli,2024-09-01,18.1
2157,South East,Ciprofloxacin,E-coli,2024-10-01,18.02
2158,South East,Ciprofloxacin,E-coli,2024-11-01,18.52
2159,South East,Ciprofloxacin,E-coli,2024-12-01,19.64
2160,South East,Ciprofloxacin,E-coli,2025-01-01,17.87
2161,South East,Ciprofloxacin,E-coli,2025-02-01,18.7
2162,South East,Ciprofloxacin,E-coli,2025-03-01,16.44
2163,South East,Ciprofloxacin,E-coli,2025-04-01,17.5
2164,South East,Ciprofloxacin,E-coli,2025-05-01,16.41
2165,South East,Ciprofloxacin,E-coli,2025-06-01,17.36
2166,South East,Co-amoxiclav,E-coli,2020-10-01,44.4
2167,South East,Co-amoxiclav,E-coli,2020-11-01,44.7
2168,South East,Co-amoxiclav,E-coli,2020-12-01,42.7
2169,South East,Co-amoxiclav,E-coli,2021-01-01,41.9
2170,South East,Co-amoxiclav,E-coli,2021-02-01,41.97
2171,South East,Co-amoxiclav,E-coli,2021-03-01,42.15
2172,South East,Co-amoxiclav,E-coli,2021-04-01,40.68
2173,South East,Co-amoxiclav,E-coli,2021-05-01,39.63
2174,South East,Co-amoxiclav,E-coli,2021-06-01,36.19
2175,South East,Co-amoxiclav,E-coli,2021-07-01,37.0
2176,South East,Co-amoxiclav,E-coli,2021-08-01,36.34
2177,South East,Co-amoxiclav,E-coli,2021-09-01,38.25
2178,South East,Co-amoxiclav,E-coli,2021-10-01,39.29
2179,South East,Co-amoxiclav,E-coli,2021-11-01,41.61
2180,South East,Co-amoxiclav,E-coli,2021-12-01,43.36
2181,South East,Co-amoxiclav,E-coli,2022-01-01,41.9
2182,South East,Co-amoxiclav,E-coli,2022-02-01,40.73
2183,South East,Co-amoxiclav,E-coli,2022-03-01,39.57
2184,South East,Co-amoxiclav,E-coli,2022-04-01,41.43
2185,South East,Co-amoxiclav,E-coli,2022-05-01,40.4
2186,South East,Co-amoxiclav,E-coli,2022-06-01,39.14
2187,South East,Co-amoxiclav,E-coli,2022-07-01,37.64
2188,South East,Co-amoxiclav,E-coli,2022-08-01,37.65
2189,South East,Co-amoxiclav,E-coli,2022-09-01,37.17
2190,South East,Co-amoxiclav,E-coli,2022-10-01,37.76
2191,South East,Co-amoxiclav,E-coli,2022-11-01,37.75
2192,South East,Co-amoxiclav,E-coli,2022-12-01,38.94
2193,South East,Co-amoxiclav,E-coli,2023-01-01,38.37
2194,South East,Co-amoxiclav,E-coli,2023-02-01,40.41
2195,South East,Co-amoxiclav,E-coli,2023-03-01,42.07
2196,South East,Co-amoxiclav,E-coli,2023-04-01,40.75
2197,South East,Co-amoxiclav,E-coli,2023-05-01,39.23
2198,South East,Co-amoxiclav,E-coli,2023-06-01,39.23
2199,South East,Co-amoxiclav,E-coli,2023-07-01,41.51
2200,South East,Co-amoxiclav,E-coli,2023-08-01,40.57
2201,South East,Co-amoxiclav,E-coli,2023-09-01,37.94
2202,South East,Co-amoxiclav,E-coli,2023-10-01,36.96
2203,South East,Co-amoxiclav,E-coli,2023-11-01,38.17
2204,South East,Co-amoxiclav,E-coli,2023-12-01,39.81
2205,South East,Co-amoxiclav,E-coli,2024-01-01,37.93
2206,South East,Co-amoxiclav,E-coli,2024-02-01,37.81
2207,South East,Co-amoxiclav,E-coli,2024-03-01,36.58
2208,South East,Co-amoxiclav,E-coli,2024-04-01,37.52
2209,South East,Co-amoxiclav,E-coli,2024-05-01,37.66
2210,South East,Co-amoxiclav,E-coli,2024-06-01,37.94
2211,South East,Co-amoxiclav,E-coli,2024-07-01,37.36
2212,South East,Co-amoxiclav,E-coli,2024-08-01,36.46
2213,South East,Co-amoxiclav,E-coli,2024-09-01,37.93
2214,South East,Co-amoxiclav,E-coli,2024-10-01,38.29
2215,South East,Co-amoxiclav,E-coli,2024-11-01,38.31
2216,South East,Co-amoxiclav,E-coli,2024-12-01,38.7
2217,South East,Co-amoxiclav,E-coli,2025-01-01,39.75
2218,South East,Co-amoxiclav,E-coli,2025-02-01,42.31
2219,South East,Co-amoxiclav,E-coli,2025-03-01,42.63
2220,South East,Co-amoxiclav,E-coli,2025-04-01,43.55
2221,South East,Co-amoxiclav,E-coli,2025-05-01,42.77
2222,South East,Co-amoxiclav,E-coli,2025-06-01,42.4
2223,South East,Gentamicin,E-coli,2020-10-01,12.92
2224,South East,Gentamicin,E-coli,2020-11-01,12.64
2225,South East,Gentamicin,E-coli,2020-12-01,12.94
2226,South East,Gentamicin,E-coli,2021-01-01,11.2
2227,South East,Gentamicin,E-coli,2021-02-01,11.8
2228,South East,Gentamicin,E-coli,2021-03-01,11.22
2229,South East,Gentamicin,E-coli,2021-04-01,11.98
2230,South East,Gentamicin,E-coli,2021-05-01,10.51
2231,South East,Gentamicin,E-coli,2021-06-01,9.91
2232,South East,Gentamicin,E-coli,2021-07-01,9.38
2233,South East,Gentamicin,E-coli,2021-08-01,9.31
2234,South East,Gentamicin,E-coli,2021-09-01,8.72
2235,South East,Gentamicin,E-coli,2021-10-01,8.97
2236,South East,Gentamicin,E-coli,2021-11-01,10.82
2237,South East,Gentamicin,E-coli,2021-12-01,12.58
2238,South East,Gentamicin,E-coli,2022-01-01,11.98
2239,South East,Gentamicin,E-coli,2022-02-01,12.53
2240,South East,Gentamicin,E-coli,2022-03-01,11.15
2241,South East,Gentamicin,E-coli,2022-04-01,13.54
2242,South East,Gentamicin,E-coli,2022-05-01,12.24
2243,South East,Gentamicin,E-coli,2022-06-01,12.73
2244,South East,Gentamicin,E-coli,2022-07-01,10.72
2245,South East,Gentamicin,E-coli,2022-08-01,10.52
2246,South East,Gentamicin,E-coli,2022-09-01,10.76
2247,South East,Gentamicin,E-coli,2022-10-01,11.4
2248,South East,Gentamicin,E-coli,2022-11-01,11.7
2249,South East,Gentamicin,E-coli,2022-12-01,12.24
2250,South East,Gentamicin,E-coli,2023-01-01,11.91
2251,South East,Gentamicin,E-coli,2023-02-01,11.15
2252,South East,Gentamicin,E-coli,2023-03-01,10.81
2253,South East,Gentamicin,E-coli,2023-04-01,11.04
2254,South East,Gentamicin,E-coli,2023-05-01,11.42
2255,South East,Gentamicin,E-coli,2023-06-01,11.75
2256,South East,Gentamicin,E-coli,2023-07-01,12.62
2257,South East,Gentamicin,E-coli,2023-08-01,12.09
2258,South East,Gentamicin,E-coli,2023-09-01,11.91
2259,South East,Gentamicin,E-coli,2023-10-01,10.47
2260,South East,Gentamicin,E-coli,2023-11-01,11.1
2261,South East,Gentamicin,E-coli,2023-12-01,12.13
2262,South East,Gentamicin,E-coli,2024-01-01,12.75
2263,South East,Gentamicin,E-coli,2024-02-01,13.27
2264,South East,Gentamicin,E-coli,2024-03-01,12.95
2265,South East,Gentamicin,E-coli,2024-04-01,13.84
2266,South East,Gentamicin,E-coli,2024-05-01,13.9
2267,South East,Gentamicin,E-coli,2024-06-01,13.84
2268,South East,Gentamicin,E-coli,2024-07-01,13.83
2269,South East,Gentamicin,E-coli,2024-08-01,13.69
2270,South East,Gentamicin,E-coli,2024-09-01,12.97
2271,South East,Gentamicin,E-coli,2024-10-01,12.48
2272,South East,Gentamicin,E-coli,2024-11-01,12.46
2273,South East,Gentamicin,E-coli,2024-12-01,13.72
2274,South East,Gentamicin,E-coli,2025-01-01,13.45
2275,South East,Gentamicin,E-coli,2025-02-01,13.69
2276,South East,Gentamicin,E-coli,2025-03-01,12.35
2277,South East,Gentamicin,E-coli,2025-04-01,11.86
2278,South East,Gentamicin,E-coli,2025-05-01,11.46
2279,South East,Gentamicin,E-coli,2025-06-01,11.98
2280,South East,Piperacillin with tazobactam,E-coli,2020-10-01,8.88
2281,South East,Piperacillin with tazobactam,E-coli,2020-11-01,8.78
2282,South East,Piperacillin with tazobactam,E-coli,2020-12-01,8.39
2283,South East,Piperacillin with tazobactam,E-coli,2021-01-01,8.58
2284,South East,Piperacillin with tazobactam,E-coli,2021-02-01,8.65
2285,South East,Piperacillin with tazobactam,E-coli,2021-03-01,8.52
2286,South East,Piperacillin with tazobactam,E-coli,2021-04-01,8.26
2287,South East,Piperacillin with tazobactam,E-coli,2021-05-01,7.42
2288,South East,Piperacillin with tazobactam,E-coli,2021-06-01,6.65
2289,South East,Piperacillin with tazobactam,E-coli,2021-07-01,6.61
2290,South East,Piperacillin with tazobactam,E-coli,2021-08-01,7.29
2291,South East,Piperacillin with tazobactam,E-coli,2021-09-01,8.35
2292,South East,Piperacillin with tazobactam,E-coli,2021-10-01,9.25
2293,South East,Piperacillin with tazobactam,E-coli,2021-11-01,11.14
2294,South East,Piperacillin with tazobactam,E-coli,2021-12-01,11.82
2295,South East,Piperacillin with tazobactam,E-coli,2022-01-01,11.31
2296,South East,Piperacillin with tazobactam,E-coli,2022-02-01,10.53
2297,South East,Piperacillin with tazobactam,E-coli,2022-03-01,10.05
2298,South East,Piperacillin with tazobactam,E-coli,2022-04-01,11.22
2299,South East,Piperacillin with tazobactam,E-coli,2022-05-01,10.52
2300,South East,Piperacillin with tazobactam,E-coli,2022-06-01,9.79
2301,South East,Piperacillin with tazobactam,E-coli,2022-07-01,8.57
2302,South East,Piperacillin with tazobactam,E-coli,2022-08-01,8.45
2303,South East,Piperacillin with tazobactam,E-coli,2022-09-01,8.63
2304,South East,Piperacillin with tazobactam,E-coli,2022-10-01,8.6
2305,South East,Piperacillin with tazobactam,E-coli,2022-11-01,9.17
2306,South East,Piperacillin with tazobactam,E-coli,2022-12-01,9.6
2307,South East,Piperacillin with tazobactam,E-coli,2023-01-01,9.62
2308,South East,Piperacillin with tazobactam,E-coli,2023-02-01,10.34
2309,South East,Piperacillin with tazobactam,E-coli,2023-03-01,11.78
2310,South East,Piperacillin with tazobactam,E-coli,2023-04-01,11.28
2311,South East,Piperacillin with tazobactam,E-coli,2023-05-01,10.09
2312,South East,Piperacillin with tazobactam,E-coli,2023-06-01,8.94
2313,South East,Piperacillin with tazobactam,E-coli,2023-07-01,9.59
2314,South East,Piperacillin with tazobactam,E-coli,2023-08-01,9.82
2315,South East,Piperacillin with tazobactam,E-coli,2023-09-01,9.05
2316,South East,Piperacillin with tazobactam,E-coli,2023-10-01,9.07
