date,baseline,series_id,minus20,plus20,model
2025-08-01,14.099037,E-coli__Piperacillin with tazobactam__East of England,14.099037,14.099037,xgb
2025-09-01,14.159199,E-coli__Piperacillin with tazobactam__East of England,14.159199,14.159199,xgb
2025-10-01,14.177142,E-coli__Piperacillin with tazobactam__East of England,14.177142,14.177142,xgb
2025-11-01,14.148637,E-coli__Piperacillin with tazobactam__East of England,14.148637,14.148637,xgb
2025-12-01,14.197213,E-coli__Piperacillin with tazobactam__East of England,14.197213,14.197213,xgb
2025-07-01,13.994172,E-coli__Piperacillin with tazobactam__London,13.994172,13.994172,xgb
2025-08-01,14.063712,E-coli__Piperacillin with tazobactam__London,14.063712,16.35258,xgb
2025-09-01,14.071121,E-coli__Piperacillin with tazobactam__London,14.071121,16.681185,xgb
2025-10-01,14.030194,E-coli__Piperacillin with tazobactam__London,14.030194,16.654356,xgb
2025-11-01,14.006799,E-coli__Piperacillin with tazobactam__London,14.006799,15.5501,xgb
2025-12-01,13.882628,E-coli__Piperacillin with tazobactam__London,13.882628,15.024586,xgb
2025-07-01,11.029956,E-coli__Piperacillin with tazobactam__North East,11.029956,11.029956,xgb
2025-08-01,11.038411,E-coli__Piperacillin with tazobactam__North East,11.038411,11.038411,xgb
2025-09-01,11.397117,E-coli__Piperacillin with tazobactam__North East,11.397117,11.396785,xgb
2025-10-01,12.036748,E-coli__Piperacillin with tazobactam__North East,12.036748,12.036416,xgb
2025-11-01,12.030211,E-coli__Piperacillin with tazobactam__North East,12.030211,12.02988,xgb
2025-12-01,12.363581,E-coli__Piperacillin with tazobactam__North East,12.363581,12.363581,xgb
2025-07-01,11.336962,E-coli__Piperacillin with tazobactam__North West,11.336962,11.336962,xgb
2025-08-01,11.609133,E-coli__Piperacillin with tazobactam__North West,11.609133,11.609133,xgb
2025-09-01,11.70076,E-coli__Piperacillin with tazobactam__North West,11.70076,11.70076,xgb
2025-10-01,11.60649,E-coli__Piperacillin with tazobactam__North West,11.60649,11.60649,xgb
2025-11-01,11.674172,E-coli__Piperacillin with tazobactam__North West,11.674172,11.674172,xgb
2025-12-01,11.756019,E-coli__Piperacillin with tazobactam__North West,11.756019,11.757859,xgb
2025-07-01,9.494374,E-coli__Piperacillin with tazobactam__South East,9.494374,9.494374,xgb
2025-08-01,9.644851,E-coli__Piperacillin with tazobactam__South East,9.644851,9.644851,xgb
2025-09-01,9.4978,E-coli__Piperacillin with tazobactam__South East,9.4978,9.4978,xgb
2025-10-01,9.726069,E-coli__Piperacillin with tazobactam__South East,9.726069,9.726069,xgb
2025-11-01,9.798196,E-coli__Piperacillin with tazobactam__South East,9.798196,9.798196,xgb
2025-12-01,10.307738,E-coli__Piperacillin with tazobactam__South East,10.30763,10.307738,xgb
2025-07-01,10.602383,E-coli__Piperacillin with tazobactam__South West,10.602383,10.602383,xgb
2025-08-01,10.884374,E-coli__Piperacillin with tazobactam__South West,10.884374,10.884374,xgb
